sku,id_producto,nombre_producto,modelo,color,talla,categoria,marca,precio_venta,costo,fecha,tipo_producto,unidad_medida,codigo_barras,Tipo_producto_afecta_inventario
LEE-0083,2366,PANTALON OVERSIZE BLANCO,,,,PANTALON,LEENA,427,371,2024-08-05,Inventariable,Pieza,50002366,TRUE
LEE-0084,2367,CARDIGAN AJUSTADO TERRACOTA,,,,CARDIGAN,LEENA,403,350,2024-08-05,Inventariable,Pieza,50002367,TRUE
LEE-0085,2368,CROP TOP CON BOTONES FRONTALES BEIGE,,,,CROP,LEENA,488,424,2024-08-05,Inventariable,Pieza,50002368,TRUE
LEE-0086,2369,CAMISA CON BOTONES FRONTALES BEIGE,,,,CAMISA,LEENA,263,219,2024-08-05,Inventariable,Pieza,50002369,TRUE
LEE-0087,2370,PANTALON MANGA OBISPO BEIGE,,,,PANTALON,LEENA,332,276,2024-08-05,Inventariable,Pieza,50002370,TRUE
LEE-0088,2371,PANTALON PLISADO VERDE ESMERALDA,,,,PANTALON,LEENA,225,187,2024-08-05,Inventariable,Pieza,50002371,TRUE
LEE-0089,2372,BLUSA SATINADO ROSA PASTEL,,,,BLUSA,LEENA,573,498,2024-08-05,Inventariable,Pieza,50002372,TRUE
LEE-0090,2373,BLUSA CON OLANES LILA,,,,BLUSA,LEENA,579,503,2024-08-05,Inventariable,Pieza,50002373,TRUE
LEE-0091,2374,BLUSA CON BORDADO SUIZO LILA,,,,BLUSA,LEENA,364,303,2024-08-05,Inventariable,Pieza,50002374,TRUE
LEE-0092,2375,VESTIDO DE CORTE RECTO BEIGE,,,,VESTIDO,LEENA,323,269,2024-08-05,Inventariable,Pieza,50002375,TRUE
LEE-0093,2376,TOP ACANALADO NEGRO,,,,TOP,LEENA,500,434,2024-08-05,Inventariable,Pieza,50002376,TRUE
LEE-0094,2377,ENTERIZO DE TEJIDO DENIM VERDE ESMERALDA,,,,ENTERIZO,LEENA,472,410,2024-08-05,Inventariable,Pieza,50002377,TRUE
LEE-0095,2378,CAMISA OVERSIZE BLANCO,,,,CAMISA,LEENA,297,247,2024-08-05,Inventariable,Pieza,50002378,TRUE
LOT-0144,2379,ENTERIZO CON LAZADA NEGRO,,,,ENTERIZO,LOVE TREE,203,156,2024-08-05,Inventariable,Pieza,50002379,TRUE
LOT-0145,2380,CROP TOP OVERSIZE VERDE ESMERALDA,,,,CROP,LOVE TREE,282,235,2024-08-05,Inventariable,Pieza,50002380,TRUE
LOT-0146,2381,FALDA SATINADO BURDEOS,,,,FALDA,LOVE TREE,188,144,2024-08-05,Inventariable,Pieza,50002381,TRUE
LOT-0147,2382,CARDIGAN OVERSIZE LILA,,,,CARDIGAN,LOVE TREE,308,256,2024-08-05,Inventariable,Pieza,50002382,TRUE
LOT-0148,2383,FALDA SATINADO MOSTAZA,,,,FALDA,LOVE TREE,222,185,2024-08-05,Inventariable,Pieza,50002383,TRUE
LOT-0149,2384,FALDA CON ESTAMPADO FLORAL MOSTAZA,,,,FALDA,LOVE TREE,300,250,2024-08-05,Inventariable,Pieza,50002384,TRUE
LOT-0150,2385,FALDA PLISADO MOSTAZA,,,,FALDA,LOVE TREE,228,190,2024-08-05,Inventariable,Pieza,50002385,TRUE
LOT-0151,2386,CAMISA DE TEJIDO DENIM AZUL MARINO,,,,CAMISA,LOVE TREE,226,188,2024-08-05,Inventariable,Pieza,50002386,TRUE
LOT-0152,2387,TOP SATINADO AZUL CIELO,,,,TOP,LOVE TREE,203,156,2024-08-05,Inventariable,Pieza,50002387,TRUE
LOT-0153,2388,ENTERIZO CON BORDADO SUIZO AZUL MARINO,,,,ENTERIZO,LOVE TREE,300,250,2024-08-05,Inventariable,Pieza,50002388,TRUE
ROL-0054,2389,CROP TOP OVERSIZE ROSA PASTEL,,,,CROP,ROLYPOLY,252,210,2024-08-05,Inventariable,Pieza,50002389,TRUE
ROL-0055,2390,CROP TOP DE TEJIDO DENIM TERRACOTA,,,,CROP,ROLYPOLY,274,228,2024-08-05,Inventariable,Pieza,50002390,TRUE
ROL-0056,2391,ENTERIZO DE LINO BEIGE,,,,ENTERIZO,ROLYPOLY,243,202,2024-08-05,Inventariable,Pieza,50002391,TRUE
ROL-0057,2392,BLUSA CON OLANES BEIGE,,,,BLUSA,ROLYPOLY,274,228,2024-08-05,Inventariable,Pieza,50002392,TRUE
ROL-0058,2393,FALDA DE CORTE RECTO GRIS JASPE,,,,FALDA,ROLYPOLY,244,203,2024-08-05,Inventariable,Pieza,50002393,TRUE
ROL-0059,2394,CAMISA DE TEJIDO DENIM LILA,,,,CAMISA,ROLYPOLY,297,247,2024-08-05,Inventariable,Pieza,50002394,TRUE
VER-0020,2395,FALDA PLISADO AZUL CIELO,,,,FALDA,VERYJ,299,249,2024-08-05,Inventariable,Pieza,50002395,TRUE
VER-0021,2396,PANTALON DE ENCAJE VERDE ESMERALDA,,,,PANTALON,VERYJ,254,211,2024-08-05,Inventariable,Pieza,50002396,TRUE
ACT-0201,2397,ENTERIZO CON BOTONES FRONTALES MOSTAZA,,,,ENTERIZO,ACTIVE USA,234,195,2024-08-06,Inventariable,Pieza,50002397,TRUE
ACT-0202,2398,FALDA DE CORTE RECTO BLANCO,,,,FALDA,ACTIVE USA,242,201,2024-08-06,Inventariable,Pieza,50002398,TRUE
ACT-0203,2399,VESTIDO CON BOTONES FRONTALES BEIGE,,,,VESTIDO,ACTIVE USA,333,277,2024-08-06,Inventariable,Pieza,50002399,TRUE
ACT-0204,2400,PANTALON OVERSIZE TERRACOTA,,,,PANTALON,ACTIVE USA,210,175,2024-08-06,Inventariable,Pieza,50002400,TRUE
ACT-0205,2401,CROP TOP CON ESTAMPADO FLORAL ROSA PASTEL,,,,CROP,ACTIVE USA,369,307,2024-08-06,Inventariable,Pieza,50002401,TRUE
ACT-0206,2402,CROP TOP CON OLANES BLANCO,,,,CROP,ACTIVE USA,269,224,2024-08-06,Inventariable,Pieza,50002402,TRUE
ACT-0207,2403,BLUSA ACANALADO NEGRO,,,,BLUSA,ACTIVE USA,323,269,2024-08-06,Inventariable,Pieza,50002403,TRUE
ACT-0208,2404,ENTERIZO DE ENCAJE CREMA,,,,ENTERIZO,ACTIVE USA,179,137,2024-08-06,Inventariable,Pieza,50002404,TRUE
ACT-0209,2405,PANTALON DE TEJIDO DENIM GRIS JASPE,,,,PANTALON,ACTIVE USA,299,249,2024-08-06,Inventariable,Pieza,50002405,TRUE
ACT-0210,2406,BLUSA DE ENCAJE MOSTAZA,,,,BLUSA,ACTIVE USA,245,204,2024-08-06,Inventariable,Pieza,50002406,TRUE
ACT-0211,2407,VESTIDO OVERSIZE ROSA PASTEL,,,,VESTIDO,ACTIVE USA,299,249,2024-08-06,Inventariable,Pieza,50002407,TRUE
ACT-0212,2408,ENTERIZO CON BORDADO SUIZO AZUL MARINO,,,,ENTERIZO,ACTIVE USA,365,304,2024-08-06,Inventariable,Pieza,50002408,TRUE
ACT-0213,2409,FALDA CON LAZADA BLANCO,,,,FALDA,ACTIVE USA,352,293,2024-08-06,Inventariable,Pieza,50002409,TRUE
ACT-0214,2410,FALDA PLISADO CREMA,,,,FALDA,ACTIVE USA,102,78,2024-08-06,Inventariable,Pieza,50002410,TRUE
ACT-0215,2411,BLUSA CON BORDADO SUIZO BEIGE,,,,BLUSA,ACTIVE USA,237,197,2024-08-06,Inventariable,Pieza,50002411,TRUE
MIR-0036,2412,FALDA OVERSIZE BEIGE,,,,FALDA,MIROH,175,134,2024-08-06,Inventariable,Pieza,50002412,TRUE
MIR-0037,2413,ENTERIZO CON BOTONES FRONTALES LILA,,,,ENTERIZO,MIROH,143,110,2024-08-06,Inventariable,Pieza,50002413,TRUE
MIR-0038,2414,TOP PLISADO BEIGE,,,,TOP,MIROH,142,109,2024-08-06,Inventariable,Pieza,50002414,TRUE
MIR-0039,2415,FALDA CON BOTONES FRONTALES BURDEOS,,,,FALDA,MIROH,172,132,2024-08-06,Inventariable,Pieza,50002415,TRUE
MIR-0040,2416,SHORT AJUSTADO TERRACOTA,,,,SHORT,MIROH,151,116,2024-08-06,Inventariable,Pieza,50002416,TRUE
MIR-0041,2417,SHORT CON OLANES AZUL MARINO,,,,SHORT,MIROH,150,115,2024-08-06,Inventariable,Pieza,50002417,TRUE
AMB-0111,2418,CAMISA CON CUELLO EN V BLANCO,,,,CAMISA,AMBIANCE APPAREL,125,96,2024-08-06,Inventariable,Pieza,50002418,TRUE
AMB-0112,2419,SHORT CON LAZADA NEGRO,,,,SHORT,AMBIANCE APPAREL,215,165,2024-08-06,Inventariable,Pieza,50002419,TRUE
AMB-0113,2420,VESTIDO CON OLANES CREMA,,,,VESTIDO,AMBIANCE APPAREL,225,187,2024-08-06,Inventariable,Pieza,50002420,TRUE
AMB-0114,2421,PANTALON CON BOTONES FRONTALES GRIS JASPE,,,,PANTALON,AMBIANCE APPAREL,210,175,2024-08-06,Inventariable,Pieza,50002421,TRUE
AMB-0115,2422,TOP CON CUELLO EN V TERRACOTA,,,,TOP,AMBIANCE APPAREL,159,122,2024-08-06,Inventariable,Pieza,50002422,TRUE
AMB-0116,2423,SHORT CON LAZADA ROSA PASTEL,,,,SHORT,AMBIANCE APPAREL,236,196,2024-08-06,Inventariable,Pieza,50002423,TRUE
AMB-0117,2424,CROP TOP PLISADO NEGRO,,,,CROP,AMBIANCE APPAREL,210,161,2024-08-06,Inventariable,Pieza,50002424,TRUE
AMB-0118,2425,PANTALON AJUSTADO MOSTAZA,,,,PANTALON,AMBIANCE APPAREL,203,156,2024-08-06,Inventariable,Pieza,50002425,TRUE
AMB-0119,2426,ENTERIZO PLISADO CREMA,,,,ENTERIZO,AMBIANCE APPAREL,202,168,2024-08-06,Inventariable,Pieza,50002426,TRUE
AMB-0120,2427,CAMISA ACANALADO LILA,,,,CAMISA,AMBIANCE APPAREL,137,105,2024-08-06,Inventariable,Pieza,50002427,TRUE
AMB-0121,2428,BLUSA CON BORDADO SUIZO NEGRO,,,,BLUSA,AMBIANCE APPAREL,189,145,2024-08-06,Inventariable,Pieza,50002428,TRUE
AMB-0122,2429,CARDIGAN DE ENCAJE GRIS JASPE,,,,CARDIGAN,AMBIANCE APPAREL,91,70,2024-08-06,Inventariable,Pieza,50002429,TRUE
AMB-0123,2430,CARDIGAN PLISADO AZUL CIELO,,,,CARDIGAN,AMBIANCE APPAREL,210,161,2024-08-06,Inventariable,Pieza,50002430,TRUE
AJL-0052,2431,CARDIGAN MANGA OBISPO GRIS JASPE,,,,CARDIGAN,AJ LEE APPAREL,218,181,2024-08-06,Inventariable,Pieza,50002431,TRUE
AJL-0053,2432,PANTALON ACANALADO BURDEOS,,,,PANTALON,AJ LEE APPAREL,215,179,2024-08-06,Inventariable,Pieza,50002432,TRUE
AJL-0054,2433,ENTERIZO PLISADO BLANCO,,,,ENTERIZO,AJ LEE APPAREL,215,165,2024-08-06,Inventariable,Pieza,50002433,TRUE
AJL-0055,2434,CROP TOP CON ESTAMPADO FLORAL ROSA PASTEL,,,,CROP,AJ LEE APPAREL,210,175,2024-08-06,Inventariable,Pieza,50002434,TRUE
AJL-0056,2435,TOP CON CUELLO EN V AZUL CIELO,,,,TOP,AJ LEE APPAREL,203,169,2024-08-06,Inventariable,Pieza,50002435,TRUE
AJL-0057,2436,SHORT DE ENCAJE CREMA,,,,SHORT,AJ LEE APPAREL,216,180,2024-08-06,Inventariable,Pieza,50002436,TRUE
AJL-0058,2437,TOP PLISADO ROSA PASTEL,,,,TOP,AJ LEE APPAREL,212,163,2024-08-06,Inventariable,Pieza,50002437,TRUE
OVE-0079,2438,TOP CON CUELLO EN V AZUL CIELO,,,,TOP,OVER APPAREL,232,193,2024-08-06,Inventariable,Pieza,50002438,TRUE
OVE-0080,2439,CAMISA AJUSTADO BURDEOS,,,,CAMISA,OVER APPAREL,215,179,2024-08-06,Inventariable,Pieza,50002439,TRUE
OVE-0081,2440,ENTERIZO DE TEJIDO DENIM AZUL MARINO,,,,ENTERIZO,OVER APPAREL,266,221,2024-08-06,Inventariable,Pieza,50002440,TRUE
OVE-0082,2441,PANTALON CON LAZADA ROSA PASTEL,,,,PANTALON,OVER APPAREL,251,209,2024-08-06,Inventariable,Pieza,50002441,TRUE
OVE-0083,2442,CROP TOP DE LINO CREMA,,,,CROP,OVER APPAREL,202,168,2024-08-06,Inventariable,Pieza,50002442,TRUE
OVE-0084,2443,VESTIDO CON CUELLO EN V GRIS JASPE,,,,VESTIDO,OVER APPAREL,267,222,2024-08-06,Inventariable,Pieza,50002443,TRUE
OVE-0085,2444,CROP TOP AJUSTADO BLANCO,,,,CROP,OVER APPAREL,215,179,2024-08-06,Inventariable,Pieza,50002444,TRUE
OVE-0086,2445,SHORT CON ESTAMPADO FLORAL NEGRO,,,,SHORT,OVER APPAREL,255,212,2024-08-06,Inventariable,Pieza,50002445,TRUE
OVE-0087,2446,BLUSA CON LAZADA LILA,,,,BLUSA,OVER APPAREL,197,151,2024-08-06,Inventariable,Pieza,50002446,TRUE
OVE-0088,2447,PANTALON AJUSTADO ROSA PASTEL,,,,PANTALON,OVER APPAREL,197,151,2024-08-06,Inventariable,Pieza,50002447,TRUE
OVE-0089,2448,BLUSA DE LINO LILA,,,,BLUSA,OVER APPAREL,211,162,2024-08-06,Inventariable,Pieza,50002448,TRUE
OVE-0090,2449,BLUSA ACANALADO NEGRO,,,,BLUSA,OVER APPAREL,203,156,2024-08-06,Inventariable,Pieza,50002449,TRUE
OVE-0091,2450,ENTERIZO CON LAZADA AZUL CIELO,,,,ENTERIZO,OVER APPAREL,204,170,2024-08-06,Inventariable,Pieza,50002450,TRUE
LOP-0079,2451,SHORT MANGA OBISPO BURDEOS,,,,SHORT,LOVE POEM,293,244,2024-08-06,Inventariable,Pieza,50002451,TRUE
LOP-0080,2452,TOP CON BOTONES FRONTALES BEIGE,,,,TOP,LOVE POEM,95,73,2024-08-06,Inventariable,Pieza,50002452,TRUE
LOP-0081,2453,FALDA OVERSIZE GRIS JASPE,,,,FALDA,LOVE POEM,293,244,2024-08-06,Inventariable,Pieza,50002453,TRUE
LOP-0082,2454,ENTERIZO CON OLANES AZUL MARINO,,,,ENTERIZO,LOVE POEM,244,203,2024-08-06,Inventariable,Pieza,50002454,TRUE
LOP-0083,2455,ENTERIZO DE LINO LILA,,,,ENTERIZO,LOVE POEM,342,285,2024-08-06,Inventariable,Pieza,50002455,TRUE
LOP-0084,2456,CARDIGAN DE CORTE RECTO CREMA,,,,CARDIGAN,LOVE POEM,208,160,2024-08-06,Inventariable,Pieza,50002456,TRUE
LOP-0085,2457,PANTALON SATINADO BURDEOS,,,,PANTALON,LOVE POEM,212,163,2024-08-06,Inventariable,Pieza,50002457,TRUE
LOP-0086,2458,VESTIDO CON LAZADA BEIGE,,,,VESTIDO,LOVE POEM,155,119,2024-08-06,Inventariable,Pieza,50002458,TRUE
LOP-0087,2459,FALDA OVERSIZE VERDE ESMERALDA,,,,FALDA,LOVE POEM,219,182,2024-08-06,Inventariable,Pieza,50002459,TRUE
LOP-0088,2460,PANTALON CON CUELLO EN V BLANCO,,,,PANTALON,LOVE POEM,207,172,2024-08-06,Inventariable,Pieza,50002460,TRUE
LOP-0089,2461,FALDA SATINADO LILA,,,,FALDA,LOVE POEM,202,155,2024-08-06,Inventariable,Pieza,50002461,TRUE
BET-0036,2462,CAMISA DE TEJIDO DENIM LILA,,,,CAMISA,BETTER BE,288,240,2024-08-06,Inventariable,Pieza,50002462,TRUE
BET-0037,2463,ENTERIZO DE CORTE RECTO TERRACOTA,,,,ENTERIZO,BETTER BE,305,254,2024-08-06,Inventariable,Pieza,50002463,TRUE
BET-0038,2464,VESTIDO CON BOTONES FRONTALES BEIGE,,,,VESTIDO,BETTER BE,214,178,2024-08-06,Inventariable,Pieza,50002464,TRUE
BET-0039,2465,PANTALON DE LINO BEIGE,,,,PANTALON,BETTER BE,208,173,2024-08-06,Inventariable,Pieza,50002465,TRUE
BET-0040,2466,VESTIDO AJUSTADO BURDEOS,,,,VESTIDO,BETTER BE,273,227,2024-08-06,Inventariable,Pieza,50002466,TRUE
BET-0041,2467,PANTALON ACANALADO NEGRO,,,,PANTALON,BETTER BE,305,254,2024-08-06,Inventariable,Pieza,50002467,TRUE
LOL-0064,2468,FALDA DE TEJIDO DENIM GRIS JASPE,,,,FALDA,LOLA,260,216,2024-08-06,Inventariable,Pieza,50002468,TRUE
LOL-0065,2469,CARDIGAN ACANALADO LILA,,,,CARDIGAN,LOLA,243,202,2024-08-06,Inventariable,Pieza,50002469,TRUE
LOL-0066,2470,SHORT PLISADO BEIGE,,,,SHORT,LOLA,274,228,2024-08-06,Inventariable,Pieza,50002470,TRUE
LOL-0067,2471,BLUSA PLISADO LILA,,,,BLUSA,LOLA,254,211,2024-08-06,Inventariable,Pieza,50002471,TRUE
LOL-0068,2472,BLUSA AJUSTADO CREMA,,,,BLUSA,LOLA,258,215,2024-08-06,Inventariable,Pieza,50002472,TRUE
LOT-0165,2473,CROP TOP DE ENCAJE CREMA,,,,CROP,LOVE TREE,169,130,2024-09-04,Inventariable,Pieza,50002473,TRUE
LOT-0166,2474,CARDIGAN CON BOTONES FRONTALES AZUL MARINO,,,,CARDIGAN,LOVE TREE,212,163,2024-09-04,Inventariable,Pieza,50002474,TRUE
LOT-0167,2475,PANTALON PLISADO BLANCO,,,,PANTALON,LOVE TREE,215,165,2024-09-04,Inventariable,Pieza,50002475,TRUE
LOT-0168,2476,FALDA PLISADO BLANCO,,,,FALDA,LOVE TREE,168,129,2024-09-04,Inventariable,Pieza,50002476,TRUE
LOT-0169,2477,CARDIGAN CON BORDADO SUIZO TERRACOTA,,,,CARDIGAN,LOVE TREE,213,177,2024-09-04,Inventariable,Pieza,50002477,TRUE
LOT-0170,2478,PANTALON CON OLANES BLANCO,,,,PANTALON,LOVE TREE,284,236,2024-09-04,Inventariable,Pieza,50002478,TRUE
LOT-0171,2479,CARDIGAN DE LINO GRIS JASPE,,,,CARDIGAN,LOVE TREE,238,198,2024-09-04,Inventariable,Pieza,50002479,TRUE
LOT-0172,2480,PANTALON MANGA OBISPO BURDEOS,,,,PANTALON,LOVE TREE,171,131,2024-09-04,Inventariable,Pieza,50002480,TRUE
LOT-0173,2481,BLUSA OVERSIZE AZUL CIELO,,,,BLUSA,LOVE TREE,321,267,2024-09-04,Inventariable,Pieza,50002481,TRUE
LOT-0174,2482,ENTERIZO PLISADO BLANCO,,,,ENTERIZO,LOVE TREE,227,189,2024-09-04,Inventariable,Pieza,50002482,TRUE
LOT-0175,2483,ENTERIZO AJUSTADO AZUL CIELO,,,,ENTERIZO,LOVE TREE,208,160,2024-09-04,Inventariable,Pieza,50002483,TRUE
LOT-0176,2484,FALDA PLISADO GRIS JASPE,,,,FALDA,LOVE TREE,270,225,2024-09-04,Inventariable,Pieza,50002484,TRUE
LOT-0177,2485,CROP TOP AJUSTADO AZUL MARINO,,,,CROP,LOVE TREE,268,223,2024-09-04,Inventariable,Pieza,50002485,TRUE
LOT-0178,2486,PANTALON OVERSIZE BURDEOS,,,,PANTALON,LOVE TREE,204,170,2024-09-04,Inventariable,Pieza,50002486,TRUE
LOT-0179,2487,VESTIDO AJUSTADO GRIS JASPE,,,,VESTIDO,LOVE TREE,189,145,2024-09-04,Inventariable,Pieza,50002487,TRUE
LOT-0180,2488,CARDIGAN CON LAZADA VERDE ESMERALDA,,,,CARDIGAN,LOVE TREE,234,195,2024-09-04,Inventariable,Pieza,50002488,TRUE
HAV-0097,2489,VESTIDO OVERSIZE AZUL CIELO,,,,VESTIDO,HAVE,255,212,2024-09-04,Inventariable,Pieza,50002489,TRUE
HAV-0098,2490,TOP OVERSIZE BEIGE,,,,TOP,HAVE,169,130,2024-09-04,Inventariable,Pieza,50002490,TRUE
HAV-0099,2491,VESTIDO CON OLANES BURDEOS,,,,VESTIDO,HAVE,262,218,2024-09-04,Inventariable,Pieza,50002491,TRUE
HAV-0100,2492,BLUSA CON BOTONES FRONTALES TERRACOTA,,,,BLUSA,HAVE,282,235,2024-09-04,Inventariable,Pieza,50002492,TRUE
HAV-0101,2493,PANTALON PLISADO GRIS JASPE,,,,PANTALON,HAVE,290,241,2024-09-04,Inventariable,Pieza,50002493,TRUE
HAV-0102,2494,PANTALON PLISADO AZUL MARINO,,,,PANTALON,HAVE,203,169,2024-09-04,Inventariable,Pieza,50002494,TRUE
HAV-0103,2495,FALDA CON LAZADA BEIGE,,,,FALDA,HAVE,198,152,2024-09-04,Inventariable,Pieza,50002495,TRUE
HAV-0104,2496,ENTERIZO CON OLANES MOSTAZA,,,,ENTERIZO,HAVE,256,213,2024-09-04,Inventariable,Pieza,50002496,TRUE
HAV-0105,2497,CROP TOP CON LAZADA BEIGE,,,,CROP,HAVE,299,249,2024-09-04,Inventariable,Pieza,50002497,TRUE
HAV-0106,2498,PANTALON CON BORDADO SUIZO AZUL MARINO,,,,PANTALON,HAVE,239,199,2024-09-04,Inventariable,Pieza,50002498,TRUE
HAV-0107,2499,FALDA MANGA OBISPO BLANCO,,,,FALDA,HAVE,344,286,2024-09-04,Inventariable,Pieza,50002499,TRUE
HAV-0108,2500,VESTIDO CON ESTAMPADO FLORAL ROSA PASTEL,,,,VESTIDO,HAVE,227,189,2024-09-04,Inventariable,Pieza,50002500,TRUE
HAV-0109,2501,CAMISA CON CUELLO EN V LILA,,,,CAMISA,HAVE,294,245,2024-09-04,Inventariable,Pieza,50002501,TRUE
HAV-0110,2502,FALDA DE ENCAJE CREMA,,,,FALDA,HAVE,276,230,2024-09-04,Inventariable,Pieza,50002502,TRUE
HAV-0111,2503,SHORT DE TEJIDO DENIM LILA,,,,SHORT,HAVE,276,230,2024-09-04,Inventariable,Pieza,50002503,TRUE
MIC-0215,2504,CROP TOP DE CORTE RECTO BURDEOS,,,,CROP,MICHEL,278,231,2024-09-04,Inventariable,Pieza,50002504,TRUE
MIC-0216,2505,VESTIDO CON LAZADA ROSA PASTEL,,,,VESTIDO,MICHEL,127,97,2024-09-04,Inventariable,Pieza,50002505,TRUE
MIC-0217,2506,CAMISA CON BOTONES FRONTALES ROSA PASTEL,,,,CAMISA,MICHEL,224,186,2024-09-04,Inventariable,Pieza,50002506,TRUE
MIC-0218,2507,VESTIDO PLISADO GRIS JASPE,,,,VESTIDO,MICHEL,314,261,2024-09-04,Inventariable,Pieza,50002507,TRUE
MIC-0219,2508,CARDIGAN MANGA OBISPO BEIGE,,,,CARDIGAN,MICHEL,206,158,2024-09-04,Inventariable,Pieza,50002508,TRUE
MIC-0220,2509,SHORT PLISADO BURDEOS,,,,SHORT,MICHEL,204,170,2024-09-04,Inventariable,Pieza,50002509,TRUE
MIC-0221,2510,FALDA OVERSIZE NEGRO,,,,FALDA,MICHEL,175,134,2024-09-04,Inventariable,Pieza,50002510,TRUE
MIC-0222,2511,CARDIGAN CON ESTAMPADO FLORAL NEGRO,,,,CARDIGAN,MICHEL,221,184,2024-09-04,Inventariable,Pieza,50002511,TRUE
MIC-0223,2512,SHORT PLISADO BEIGE,,,,SHORT,MICHEL,149,114,2024-09-04,Inventariable,Pieza,50002512,TRUE
MIC-0224,2513,BLUSA SATINADO BURDEOS,,,,BLUSA,MICHEL,251,209,2024-09-04,Inventariable,Pieza,50002513,TRUE
MIC-0225,2514,CARDIGAN PLISADO GRIS JASPE,,,,CARDIGAN,MICHEL,140,107,2024-09-04,Inventariable,Pieza,50002514,TRUE
MIC-0226,2515,ENTERIZO CON ESTAMPADO FLORAL AZUL MARINO,,,,ENTERIZO,MICHEL,129,99,2024-09-04,Inventariable,Pieza,50002515,TRUE
MIC-0227,2516,CAMISA CON ESTAMPADO FLORAL TERRACOTA,,,,CAMISA,MICHEL,308,256,2024-09-04,Inventariable,Pieza,50002516,TRUE
MIC-0228,2517,SHORT DE TEJIDO DENIM TERRACOTA,,,,SHORT,MICHEL,264,220,2024-09-04,Inventariable,Pieza,50002517,TRUE
ACG-0097,2518,BLUSA DE TEJIDO DENIM AZUL CIELO,,,,BLUSA,ACG,305,254,2024-09-04,Inventariable,Pieza,50002518,TRUE
ACG-0098,2519,CARDIGAN MANGA OBISPO AZUL CIELO,,,,CARDIGAN,ACG,210,175,2024-09-04,Inventariable,Pieza,50002519,TRUE
ACG-0099,2520,FALDA DE ENCAJE ROSA PASTEL,,,,FALDA,ACG,250,208,2024-09-04,Inventariable,Pieza,50002520,TRUE
ACG-0100,2521,ENTERIZO CON BORDADO SUIZO NEGRO,,,,ENTERIZO,ACG,293,244,2024-09-04,Inventariable,Pieza,50002521,TRUE
ACG-0101,2522,CAMISA SATINADO AZUL CIELO,,,,CAMISA,ACG,237,197,2024-09-04,Inventariable,Pieza,50002522,TRUE
ACG-0102,2523,BLUSA DE CORTE RECTO ROSA PASTEL,,,,BLUSA,ACG,220,183,2024-09-04,Inventariable,Pieza,50002523,TRUE
ACG-0103,2524,BLUSA CON ESTAMPADO FLORAL BEIGE,,,,BLUSA,ACG,284,236,2024-09-04,Inventariable,Pieza,50002524,TRUE
ACG-0104,2525,VESTIDO CON OLANES VERDE ESMERALDA,,,,VESTIDO,ACG,204,170,2024-09-04,Inventariable,Pieza,50002525,TRUE
ACG-0105,2526,FALDA MANGA OBISPO GRIS JASPE,,,,FALDA,ACG,199,153,2024-09-04,Inventariable,Pieza,50002526,TRUE
ACG-0106,2527,FALDA CON OLANES NEGRO,,,,FALDA,ACG,287,239,2024-09-04,Inventariable,Pieza,50002527,TRUE
NAA-0038,2528,CROP TOP MANGA OBISPO MOSTAZA,,,,CROP,NAANAA,287,239,2024-09-04,Inventariable,Pieza,50002528,TRUE
NAA-0039,2529,FALDA DE LINO CREMA,,,,FALDA,NAANAA,284,236,2024-09-04,Inventariable,Pieza,50002529,TRUE
NAA-0040,2530,PANTALON DE ENCAJE BURDEOS,,,,PANTALON,NAANAA,309,257,2024-09-04,Inventariable,Pieza,50002530,TRUE
NAA-0041,2531,VESTIDO DE ENCAJE CREMA,,,,VESTIDO,NAANAA,375,312,2024-09-04,Inventariable,Pieza,50002531,TRUE
NAA-0042,2532,PANTALON DE LINO AZUL CIELO,,,,PANTALON,NAANAA,299,249,2024-09-04,Inventariable,Pieza,50002532,TRUE
NAA-0043,2533,CAMISA CON BORDADO SUIZO GRIS JASPE,,,,CAMISA,NAANAA,342,285,2024-09-04,Inventariable,Pieza,50002533,TRUE
NAA-0044,2534,PANTALON DE CORTE RECTO NEGRO,,,,PANTALON,NAANAA,365,304,2024-09-04,Inventariable,Pieza,50002534,TRUE
NAA-0045,2535,SHORT OVERSIZE BURDEOS,,,,SHORT,NAANAA,276,230,2024-09-04,Inventariable,Pieza,50002535,TRUE
VIN-0065,2536,TOP OVERSIZE BLANCO,,,,TOP,THE VINTAGE SHOP,264,220,2024-09-04,Inventariable,Pieza,50002536,TRUE
VIN-0066,2537,ENTERIZO CON OLANES GRIS JASPE,,,,ENTERIZO,THE VINTAGE SHOP,207,172,2024-09-04,Inventariable,Pieza,50002537,TRUE
VIN-0067,2538,FALDA CON OLANES MOSTAZA,,,,FALDA,THE VINTAGE SHOP,219,182,2024-09-04,Inventariable,Pieza,50002538,TRUE
VIN-0068,2539,CAMISA ACANALADO TERRACOTA,,,,CAMISA,THE VINTAGE SHOP,504,438,2024-09-04,Inventariable,Pieza,50002539,TRUE
VIN-0069,2540,TOP DE TEJIDO DENIM NEGRO,,,,TOP,THE VINTAGE SHOP,179,137,2024-09-04,Inventariable,Pieza,50002540,TRUE
VIN-0070,2541,PANTALON CON CUELLO EN V CREMA,,,,PANTALON,THE VINTAGE SHOP,205,157,2024-09-04,Inventariable,Pieza,50002541,TRUE
VIN-0071,2542,BLUSA ACANALADO AZUL MARINO,,,,BLUSA,THE VINTAGE SHOP,388,337,2024-09-04,Inventariable,Pieza,50002542,TRUE
