id_ntc,id_venta,id_cliente,fecha,sku,descripcion,cantidad,precio,total
NTC-000544,NOT-009612,1,2024-08-26,DAZ-0012,ENTERIZO DE CORTE RECTO NEGRO,1,382,382
NTC-000545,NOT-009641,1,2024-08-26,MIN-0157,ENTERIZO CON CUELLO EN V BLANCO,1,156,156
NTC-000546,NOT-009647,1,2024-08-27,MIN-0158,TOP DE LINO BURDEOS,1,282,282
NTC-000547,NOT-009688,1,2024-08-27,IFS-0024,ENTERIZO CON BORDADO SUIZO GRIS JASPE,1,308,308
NTC-000548,NOT-009691,1,2024-08-27,LOT-0128,CARDIGAN DE LINO BLANCO,1,315,315
NTC-000549,NOT-009710,1,2024-08-28,LOT-0150,FALDA PLISADO MOSTAZA,1,228,228
NTC-000550,NOT-009761,1,2024-09-01,MIN-0094,CAMISA CON LAZADA MOSTAZA,1,316,316
NTC-000551,NOT-009762,1,2024-09-01,ACT-0087,CARDIGAN ACANALADO AZUL CIELO,1,245,245
NTC-000552,NOT-009768,1,2024-09-02,ACT-0086,TOP CON LAZADA CREMA,1,326,326
NTC-000553,NOT-009794,1,2024-09-03,LOV-0025,BLUSA CON LAZADA BEIGE,1,104,104
NTC-000554,NOT-009817,1,2024-09-04,ACT-0038,VESTIDO CON OLANES BURDEOS,1,168,168
NTC-000555,NOT-009819,1,2024-09-04,MIC-0088,PANTALON CON BORDADO SUIZO AZUL MARINO,1,207,207
NTC-000556,NOT-009834,1,2024-09-05,HAV-0103,FALDA CON LAZADA BEIGE,1,198,198
NTC-000557,NOT-009856,1,2024-09-05,SAN-0133,PANTALON DE LINO BURDEOS,1,263,263
NTC-000558,NOT-009883,1,2024-09-06,RUN-0066,CROP TOP ACANALADO LILA,1,230,230
NTC-000559,NOT-009901,1,2024-09-06,HYF-0078,PANTALON CON CUELLO EN V VERDE ESMERALDA,1,374,374
NTC-000560,NOT-009908,1,2024-09-06,ACT-0238,FALDA CON BOTONES FRONTALES NEGRO,1,308,308
NTC-000561,NOT-009953,1,2024-09-07,LIZ-0105,ENTERIZO CON BORDADO SUIZO NEGRO,1,173,173
NTC-000562,NOT-009971,1,2024-09-07,ACT-0243,CROP TOP DE TEJIDO DENIM ROSA PASTEL,1,342,342
NTC-000563,NOT-009997,1,2024-09-07,MIC-0219,CARDIGAN MANGA OBISPO BEIGE,1,206,206
NTC-000564,NOT-010000,1,2024-09-07,OVE-0092,CARDIGAN MANGA OBISPO TERRACOTA,1,208,208
NTC-000565,NOT-010014,1,2024-09-07,ACT-0150,CARDIGAN DE LINO AZUL CIELO,1,82,82
NTC-000566,NOT-010030,1,2024-09-08,MIC-0168,CARDIGAN AJUSTADO MOSTAZA,1,179,179
NTC-000567,NOT-010040,1,2024-09-08,ACT-0233,FALDA DE TEJIDO DENIM CREMA,1,98,98
NTC-000568,NOT-010054,1,2024-09-08,ACT-0240,TOP CON LAZADA BLANCO,1,342,342
NTC-000569,NOT-010106,1,2024-09-08,LEE-0118,CROP TOP DE CORTE RECTO ROSA PASTEL,1,477,477
NTC-000570,NOT-010106,1,2024-09-08,MIN-0180,TOP DE TEJIDO DENIM BEIGE,1,155,155
NTC-000571,NOT-010190,1,2024-09-09,AVA-0091,PANTALON CON CUELLO EN V MOSTAZA,1,201,201
NTC-000572,NOT-010194,1,2024-09-09,MIC-0113,PANTALON CON ESTAMPADO FLORAL NEGRO,1,275,275
NTC-000573,NOT-010200,1,2024-09-09,OVE-0093,CROP TOP CON BORDADO SUIZO BURDEOS,1,280,280
NTC-000574,NOT-010224,1,2024-09-10,LIZ-0107,TOP DE LINO GRIS JASPE,1,521,521
NTC-000575,NOT-010240,1,2024-09-10,SHE-0128,PANTALON OVERSIZE BURDEOS,1,281,281
NTC-000576,NOT-010242,1,2024-09-10,SHE-0115,VESTIDO CON ESTAMPADO FLORAL CREMA,1,347,347
NTC-000577,NOT-010256,1,2024-09-10,BAM-0051,SHORT CON CUELLO EN V BLANCO,1,541,541
NTC-000578,NOT-010287,1,2024-09-10,LIZ-0108,SHORT ACANALADO AZUL MARINO,1,290,290
NTC-000579,NOT-010336,1,2024-09-11,GLA-0035,CROP TOP CON CUELLO EN V BEIGE,1,318,318
NTC-000580,NOT-010342,1,2024-09-11,NEW-0073,VESTIDO DE CORTE RECTO VERDE ESMERALDA,1,264,264
NTC-000581,NOT-010379,1,2024-09-12,LIZ-0107,TOP DE LINO GRIS JASPE,1,521,521
NTC-000582,NOT-010397,1,2024-09-12,LIZ-0105,ENTERIZO CON BORDADO SUIZO NEGRO,1,173,173
NTC-000583,NOT-010401,1,2024-09-12,MIN-0184,FALDA DE TEJIDO DENIM AZUL MARINO,1,284,284
NTC-000584,NOT-010408,1,2024-09-12,MIC-0216,VESTIDO CON LAZADA ROSA PASTEL,1,127,127
NTC-000585,NOT-010421,1,2024-09-13,ACT-0236,SHORT PLISADO NEGRO,1,368,368
NTC-000586,NOT-010426,1,2024-09-13,MIC-0227,CAMISA CON ESTAMPADO FLORAL TERRACOTA,1,308,308
NTC-000587,NOT-010450,1,2024-09-13,AMB-0133,SHORT CON CUELLO EN V BEIGE,1,141,141
NTC-000588,NOT-010491,1,2024-09-14,WIL-0004,SHORT DE ENCAJE VERDE ESMERALDA,1,263,263
NTC-000589,NOT-010504,1,2024-09-14,ONT-0119,BLUSA MANGA OBISPO BURDEOS,1,429,429
NTC-000590,NOT-010504,1,2024-09-14,GAL-0090,BLUSA DE CORTE RECTO MOSTAZA,1,527,527
NTC-000591,NOT-010541,1,2024-09-15,SPR-0048,ENTERIZO OVERSIZE NEGRO,1,306,306
NTC-000592,NOT-010556,1,2024-09-15,LOR-0069,CARDIGAN MANGA OBISPO AZUL CIELO,1,376,376
NTC-000593,NOT-010567,1,2024-09-15,ONT-0113,VESTIDO CON BORDADO SUIZO CREMA,1,322,322
NTC-000594,NOT-010575,1,2024-09-15,SHE-0117,CARDIGAN CON CUELLO EN V BURDEOS,1,197,197
NTC-000595,NOT-010589,1,2024-09-16,ONT-0115,VESTIDO SATINADO GRIS JASPE,1,393,393
NTC-000596,NOT-010614,1,2024-09-16,ACT-0038,VESTIDO CON OLANES BURDEOS,1,168,168
NTC-000597,NOT-010620,1,2024-09-16,LOP-0103,BLUSA DE CORTE RECTO BEIGE,1,335,335
NTC-000598,NOT-010632,1,2024-09-16,ACT-0242,CAMISA CON LAZADA BURDEOS,1,207,207
NTC-000599,NOT-010632,1,2024-09-16,LOP-0064,CROP TOP DE ENCAJE BEIGE,1,260,260
NTC-000600,NOT-010648,1,2024-09-17,LOR-0059,ENTERIZO PLISADO VERDE ESMERALDA,1,239,239
NTC-000601,NOT-010652,1,2024-09-17,MIC-0224,BLUSA SATINADO BURDEOS,1,251,251
NTC-000602,NOT-010694,1,2024-09-17,MIN-0183,BLUSA CON BOTONES FRONTALES CREMA,1,305,305
NTC-000603,NOT-010719,1,2024-09-18,ONT-0124,VESTIDO ACANALADO LILA,1,214,214
NTC-000604,NOT-010721,1,2024-09-18,ACT-0241,BLUSA DE ENCAJE BLANCO,1,238,238
NTC-000605,NOT-010730,1,2024-09-18,MIC-0223,SHORT PLISADO BEIGE,1,149,149
NTC-000606,NOT-010732,1,2024-09-18,ONT-0059,SHORT DE TEJIDO DENIM VERDE ESMERALDA,1,463,463
NTC-000607,NOT-010740,1,2024-09-18,AVA-0087,SHORT CON ESTAMPADO FLORAL ROSA PASTEL,1,199,199
NTC-000608,NOT-010758,1,2024-09-18,GAL-0038,FALDA CON BORDADO SUIZO CREMA,1,345,345
NTC-000609,NOT-010785,1,2024-09-19,LOT-0123,TOP ACANALADO BURDEOS,1,167,167
NTC-000610,NOT-010844,1,2024-09-20,MIC-0223,SHORT PLISADO BEIGE,1,149,149
NTC-000611,NOT-010865,1,2024-09-20,VIN-0072,CARDIGAN OVERSIZE CREMA,1,244,244
NTC-000612,NOT-010896,1,2024-09-21,ACG-0074,TOP OVERSIZE ROSA PASTEL,1,212,212
NTC-000613,NOT-010900,1,2024-09-21,ACT-0236,SHORT PLISADO NEGRO,1,368,368
NTC-000614,NOT-010921,1,2024-09-21,MIN-0184,FALDA DE TEJIDO DENIM AZUL MARINO,1,284,284
NTC-000615,NOT-010925,1,2024-09-21,LOT-0173,BLUSA OVERSIZE AZUL CIELO,1,321,321
NTC-000616,NOT-010995,1,2024-09-23,MIC-0227,CAMISA CON ESTAMPADO FLORAL TERRACOTA,1,308,308
NTC-000617,NOT-011008,1,2024-09-23,HAV-0110,FALDA DE ENCAJE CREMA,1,276,276
NTC-000618,NOT-011018,1,2024-09-23,OVE-0091,ENTERIZO CON LAZADA AZUL CIELO,1,204,204
NTC-000619,NOT-011023,1,2024-09-23,ACG-0099,FALDA DE ENCAJE ROSA PASTEL,1,250,250
NTC-000620,NOT-011057,1,2024-09-24,CAM-0022,ENTERIZO CON LAZADA MOSTAZA,1,494,494
NTC-000621,NOT-011062,1,2024-09-24,VIN-0069,TOP DE TEJIDO DENIM NEGRO,1,179,179
NTC-000622,NOT-011091,1,2024-09-24,ACT-0235,TOP CON CUELLO EN V BLANCO,1,225,225
NTC-000623,NOT-011097,1,2024-09-25,MIC-0226,ENTERIZO CON ESTAMPADO FLORAL AZUL MARINO,1,129,129
NTC-000624,NOT-011113,1,2024-09-25,ACG-0099,FALDA DE ENCAJE ROSA PASTEL,1,250,250
NTC-000625,NOT-011130,1,2024-09-25,OVE-0097,VESTIDO DE TEJIDO DENIM TERRACOTA,1,280,280
NTC-000626,NOT-011139,1,2024-09-25,MIN-0139,VESTIDO AJUSTADO BEIGE,1,198,198
NTC-000627,NOT-011161,1,2024-09-26,LOV-0067,PANTALON MANGA OBISPO NEGRO,1,123,123
NTC-000628,NOT-011164,1,2024-09-26,OVE-0101,BLUSA MANGA OBISPO BEIGE,1,286,286
NTC-000629,NOT-011213,1,2024-09-27,LOT-0180,CARDIGAN CON LAZADA VERDE ESMERALDA,1,234,234
NTC-000630,NOT-011217,1,2024-09-27,LOP-0116,TOP CON BORDADO SUIZO ROSA PASTEL,1,93,93
NTC-000631,NOT-011218,1,2024-09-27,LIZ-0107,TOP DE LINO GRIS JASPE,1,521,521
NTC-000632,NOT-011230,1,2024-09-27,MIN-0051,BLUSA DE CORTE RECTO AZUL MARINO,1,150,150
NTC-000633,NOT-011235,1,2024-09-27,LOP-0112,VESTIDO SATINADO GRIS JASPE,1,127,127
NTC-000634,NOT-011253,1,2024-09-28,VIN-0071,BLUSA ACANALADO AZUL MARINO,1,388,388
NTC-000635,NOT-011287,1,2024-09-28,MIN-0082,TOP DE ENCAJE VERDE ESMERALDA,1,321,321
NTC-000636,NOT-011332,1,2024-10-02,AZU-0009,PANTALON ACANALADO NEGRO,1,377,377
NTC-000637,NOT-011348,1,2024-10-03,IRI-0023,CROP TOP CON LAZADA VERDE ESMERALDA,1,116,116
NTC-000638,NOT-011350,1,2024-10-03,DAN-0004,CAMISA MANGA OBISPO VERDE ESMERALDA,1,257,257
NTC-000639,NOT-011351,1,2024-10-03,ONT-0117,CROP TOP CON OLANES VERDE ESMERALDA,1,400,400
NTC-000640,NOT-011363,1,2024-10-04,ONT-0051,CARDIGAN SATINADO AZUL MARINO,1,378,378
NTC-000641,NOT-011390,1,2024-10-05,MIR-0048,BLUSA DE CORTE RECTO BURDEOS,1,153,153
NTC-000642,NOT-011414,1,2024-10-05,IJO-0071,VESTIDO DE LINO TERRACOTA,1,363,363
NTC-000643,NOT-011422,1,2024-10-06,TIM-0053,PANTALON MANGA OBISPO GRIS JASPE,1,279,279
NTC-000644,NOT-011427,1,2024-10-06,MIC-0253,CARDIGAN MANGA OBISPO TERRACOTA,1,189,189
NTC-000645,NOT-011437,1,2024-10-06,MUY-0059,BLUSA CON BOTONES FRONTALES CREMA,1,308,308
NTC-000646,NOT-011444,1,2024-10-06,LOR-0092,SHORT DE ENCAJE MOSTAZA,1,374,374
NTC-000647,NOT-011447,1,2024-10-06,LIZ-0062,BLUSA MANGA OBISPO AZUL MARINO,1,370,370
NTC-000648,NOT-011454,1,2024-10-06,MIS-0016,TOP DE TEJIDO DENIM BLANCO,1,321,321
NTC-000649,NOT-011497,1,2024-10-07,TIM-0047,CROP TOP CON BORDADO SUIZO AZUL CIELO,1,168,168
NTC-000650,NOT-011538,1,2024-10-07,ONL-0012,ENTERIZO DE CORTE RECTO VERDE ESMERALDA,1,304,304
NTC-000651,NOT-011559,1,2024-10-07,LOT-0194,CAMISA CON BOTONES FRONTALES CREMA,1,264,264
NTC-000652,NOT-011576,1,2024-10-07,LEE-0124,VESTIDO CON BOTONES FRONTALES TERRACOTA,1,304,304
NTC-000653,NOT-011576,1,2024-10-07,MIC-0255,VESTIDO CON BOTONES FRONTALES AZUL CIELO,1,270,270
NTC-000654,NOT-011592,1,2024-10-08,EVE-0014,ENTERIZO MANGA OBISPO NEGRO,1,242,242
NTC-000655,NOT-011604,1,2024-10-08,LOR-0085,CROP TOP SATINADO ROSA PASTEL,1,278,278
NTC-000656,NOT-011617,1,2024-10-08,ACT-0259,ENTERIZO OVERSIZE AZUL CIELO,1,151,151
NTC-000657,NOT-011626,1,2024-10-08,ACT-0262,CARDIGAN CON LAZADA GRIS JASPE,1,116,116
NTC-000658,NOT-011639,1,2024-10-08,MIC-0118,CARDIGAN MANGA OBISPO NEGRO,1,190,190
NTC-000659,NOT-011659,1,2024-10-08,ACT-0265,CAMISA DE LINO NEGRO,1,202,202
NTC-000660,NOT-011695,1,2024-10-09,MIN-0215,ENTERIZO DE ENCAJE BURDEOS,1,215,215
NTC-000661,NOT-011702,1,2024-10-09,LOT-0192,CAMISA MANGA OBISPO NEGRO,1,305,305
NTC-000662,NOT-011739,1,2024-10-09,VIN-0091,PANTALON PLISADO AZUL CIELO,1,203,203
NTC-000663,NOT-011742,1,2024-10-09,LOT-0002,PANTALON CON BOTONES FRONTALES GRIS JASPE,1,232,232
NTC-000664,NOT-011753,1,2024-10-09,MIC-0248,FALDA DE LINO VERDE ESMERALDA,1,202,202
NTC-000665,NOT-011764,1,2024-10-09,LOT-0192,CAMISA MANGA OBISPO NEGRO,1,305,305
NTC-000666,NOT-011765,1,2024-10-09,LEE-0128,SHORT ACANALADO BEIGE,1,267,267
NTC-000667,NOT-011775,1,2024-10-09,HYF-0106,FALDA CON LAZADA VERDE ESMERALDA,1,336,336
NTC-000668,NOT-011787,1,2024-10-10,MIN-0210,CROP TOP DE LINO VERDE ESMERALDA,1,201,201
NTC-000669,NOT-011792,1,2024-10-10,LOT-0196,CARDIGAN CON BORDADO SUIZO NEGRO,1,237,237
NTC-000670,NOT-011830,1,2024-10-10,LOT-0195,TOP CON BOTONES FRONTALES MOSTAZA,1,206,206
NTC-000671,NOT-011847,1,2024-10-10,LOR-0066,PANTALON OVERSIZE AZUL CIELO,1,318,318
NTC-000672,NOT-011883,1,2024-10-11,LOL-0076,CARDIGAN DE TEJIDO DENIM CREMA,1,260,260
NTC-000673,NOT-011902,1,2024-10-11,MIC-0243,CARDIGAN ACANALADO CREMA,1,138,138
NTC-000674,NOT-011908,1,2024-10-11,TIM-0047,CROP TOP CON BORDADO SUIZO AZUL CIELO,1,168,168
NTC-000675,NOT-011924,1,2024-10-12,MIC-0255,VESTIDO CON BOTONES FRONTALES AZUL CIELO,1,270,270
NTC-000676,NOT-011924,1,2024-10-12,MIC-0245,TOP AJUSTADO GRIS JASPE,1,177,177
NTC-000677,NOT-012002,1,2024-10-13,VIN-0091,PANTALON PLISADO AZUL CIELO,1,203,203
NTC-000678,NOT-012013,1,2024-10-13,GLA-0027,VESTIDO OVERSIZE AZUL MARINO,1,303,303
NTC-000679,NOT-012057,1,2024-10-14,MIC-0115,PANTALON MANGA OBISPO BURDEOS,1,206,206
NTC-000680,NOT-012058,1,2024-10-14,LOT-0042,BLUSA CON LAZADA AZUL MARINO,1,190,190
NTC-000681,NOT-012105,1,2024-10-15,CHO-0037,TOP CON OLANES NEGRO,1,125,125
NTC-000682,NOT-012119,1,2024-10-15,IJO-0069,VESTIDO DE LINO AZUL MARINO,1,324,324
NTC-000683,NOT-012147,1,2024-10-15,MIR-0046,VESTIDO ACANALADO AZUL CIELO,1,166,166
NTC-000684,NOT-012154,1,2024-10-16,IJO-0069,VESTIDO DE LINO AZUL MARINO,1,324,324
NTC-000685,NOT-012203,1,2024-10-16,TIM-0015,VESTIDO OVERSIZE BEIGE,1,164,164
NTC-000686,NOT-012258,1,2024-10-17,MIC-0065,FALDA PLISADO VERDE ESMERALDA,1,154,154
NTC-000687,NOT-012265,1,2024-10-17,WIL-0073,SHORT ACANALADO BEIGE,1,263,263
NTC-000688,NOT-012278,1,2024-10-17,LOT-0197,FALDA SATINADO MOSTAZA,1,272,272
NTC-000689,NOT-012298,1,2024-10-18,HYF-0106,FALDA CON LAZADA VERDE ESMERALDA,1,336,336
NTC-000690,NOT-012310,1,2024-10-18,HYF-0097,SHORT OVERSIZE GRIS JASPE,1,251,251
NTC-000691,NOT-012337,1,2024-10-18,ONT-0088,ENTERIZO AJUSTADO VERDE ESMERALDA,1,471,471
NTC-000692,NOT-012339,1,2024-10-18,MIC-0251,TOP OVERSIZE BLANCO,1,185,185
NTC-000693,NOT-012346,1,2024-10-19,ACT-0266,CROP TOP CON BOTONES FRONTALES BEIGE,1,220,220
NTC-000694,NOT-012370,1,2024-10-19,ACT-0269,PANTALON ACANALADO AZUL MARINO,1,110,110
NTC-000695,NOT-012381,1,2024-10-19,MIC-0256,CAMISA CON CUELLO EN V TERRACOTA,1,249,249
NTC-000696,NOT-012406,1,2024-10-20,LOR-0093,FALDA ACANALADO GRIS JASPE,1,208,208
NTC-000697,NOT-012406,1,2024-10-20,ONT-0127,VESTIDO CON OLANES AZUL CIELO,1,460,460
NTC-000698,NOT-012423,1,2024-10-20,LOT-0197,FALDA SATINADO MOSTAZA,1,272,272
NTC-000699,NOT-012434,1,2024-10-20,LOT-0132,CARDIGAN PLISADO BURDEOS,1,214,214
NTC-000700,NOT-012465,1,2024-10-21,LOT-0132,CARDIGAN PLISADO BURDEOS,1,214,214
NTC-000701,NOT-012466,1,2024-10-21,TIM-0016,CROP TOP SATINADO BURDEOS,1,258,258
NTC-000702,NOT-012469,1,2024-10-21,TIM-0055,CAMISA CON LAZADA GRIS JASPE,1,107,107
NTC-000703,NOT-012563,1,2024-10-22,MIN-0212,SHORT CON CUELLO EN V MOSTAZA,1,142,142
NTC-000704,NOT-012565,1,2024-10-22,TOP-0009,CARDIGAN SATINADO AZUL MARINO,1,317,317
NTC-000705,NOT-012593,1,2024-10-23,NEW-0023,SHORT CON BOTONES FRONTALES ROSA PASTEL,1,245,245
NTC-000706,NOT-012601,1,2024-10-23,MIL-0159,TOP CON BOTONES FRONTALES AZUL MARINO,1,269,269
NTC-000707,NOT-012620,1,2024-10-23,CAM-0061,CROP TOP CON BORDADO SUIZO BLANCO,1,460,460
NTC-000708,NOT-012623,1,2024-10-23,IJO-0068,TOP CON LAZADA BURDEOS,1,353,353
NTC-000709,NOT-012646,1,2024-10-24,OVI-0053,CARDIGAN CON BOTONES FRONTALES AZUL MARINO,1,329,329
NTC-000710,NOT-012648,1,2024-10-24,SHE-0152,BLUSA OVERSIZE ROSA PASTEL,1,365,365
NTC-000711,NOT-012653,1,2024-10-24,ACT-0265,CAMISA DE LINO NEGRO,1,202,202
NTC-000712,NOT-012689,1,2024-10-25,ACT-0262,CARDIGAN CON LAZADA GRIS JASPE,1,116,116
NTC-000713,NOT-012693,1,2024-10-25,LEE-0068,CAMISA AJUSTADO ROSA PASTEL,1,459,459
NTC-000714,NOT-012743,1,2024-10-26,ACT-0260,CROP TOP CON LAZADA MOSTAZA,1,263,263
NTC-000715,NOT-012776,1,2024-10-26,IJO-0077,VESTIDO MANGA OBISPO MOSTAZA,1,240,240
NTC-000716,NOT-012779,1,2024-10-26,MIC-0145,CAMISA DE ENCAJE CREMA,1,231,231
NTC-000717,NOT-012801,1,2024-10-26,VER-0018,PANTALON ACANALADO GRIS JASPE,1,266,266
NTC-000718,NOT-012801,1,2024-10-26,LOR-0084,FALDA CON LAZADA AZUL CIELO,1,264,264
NTC-000719,NOT-012841,1,2024-10-27,SOR-0006,PANTALON AJUSTADO CREMA,1,237,237
NTC-000720,NOT-012848,1,2024-10-27,ZEN-0047,VESTIDO CON ESTAMPADO FLORAL GRIS JASPE,1,338,338
NTC-000721,NOT-012882,1,2024-10-28,CAM-0085,VESTIDO CON LAZADA VERDE ESMERALDA,1,429,429
NTC-000722,NOT-012883,1,2024-10-28,BET-0059,TOP DE TEJIDO DENIM BLANCO,1,308,308
NTC-000723,NOT-012893,1,2024-10-28,VIN-0085,FALDA DE CORTE RECTO CREMA,1,387,387
NTC-000724,NOT-012922,1,2024-10-28,LOR-0029,CROP TOP DE ENCAJE LILA,1,373,373
NTC-000725,NOT-012927,1,2024-11-01,SAN-0035,BLUSA CON BOTONES FRONTALES CREMA,1,221,221
NTC-000726,NOT-012929,1,2024-11-01,SHE-0124,CARDIGAN CON BORDADO SUIZO VERDE ESMERALDA,1,375,375
NTC-000727,NOT-012942,1,2024-11-01,HYF-0063,CROP TOP SATINADO BLANCO,1,214,214
NTC-000728,NOT-012996,1,2024-11-05,ONT-0116,FALDA CON LAZADA AZUL MARINO,1,385,385
NTC-000729,NOT-012998,1,2024-11-05,LOL-0068,BLUSA AJUSTADO CREMA,1,258,258
NTC-000730,NOT-013011,1,2024-11-06,HYF-0041,BLUSA SATINADO CREMA,1,338,338
NTC-000731,NOT-013013,1,2024-11-06,LOT-0023,CARDIGAN DE ENCAJE ROSA PASTEL,1,242,242
NTC-000732,NOT-013032,1,2024-11-07,HAV-0106,PANTALON CON BORDADO SUIZO AZUL MARINO,1,239,239
NTC-000733,NOT-013036,1,2024-11-07,MIC-0197,FALDA PLISADO AZUL CIELO,1,246,246
NTC-000734,NOT-013081,1,2024-11-08,MIN-0186,FALDA OVERSIZE AZUL MARINO,1,233,233
NTC-000735,NOT-013086,1,2024-11-08,LOP-0134,CROP TOP CON CUELLO EN V NEGRO,1,201,201
NTC-000736,NOT-013087,1,2024-11-08,MIC-0278,CARDIGAN DE ENCAJE VERDE ESMERALDA,1,275,275
NTC-000737,NOT-013107,1,2024-11-09,LOR-0096,SHORT DE CORTE RECTO VERDE ESMERALDA,1,249,249
NTC-000738,NOT-013110,1,2024-11-09,IJO-0085,CAMISA CON CUELLO EN V ROSA PASTEL,1,211,211
NTC-000739,NOT-013130,1,2024-11-09,MIR-0067,CAMISA CON CUELLO EN V TERRACOTA,1,142,142
NTC-000740,NOT-013133,1,2024-11-09,MIT-0057,TOP SATINADO MOSTAZA,1,212,212
NTC-000741,NOT-013135,1,2024-11-09,WIL-0010,FALDA SATINADO TERRACOTA,1,250,250
NTC-000742,NOT-013149,1,2024-11-09,SHE-0163,CARDIGAN CON OLANES GRIS JASPE,1,329,329
NTC-000743,NOT-013150,1,2024-11-09,LOP-0140,CAMISA ACANALADO ROSA PASTEL,1,273,273
NTC-000744,NOT-013160,1,2024-11-09,HAV-0131,CROP TOP CON BOTONES FRONTALES TERRACOTA,1,335,335
NTC-000745,NOT-013161,1,2024-11-09,SHE-0160,VESTIDO MANGA OBISPO ROSA PASTEL,1,213,213
NTC-000746,NOT-013168,1,2024-11-09,MIN-0243,BLUSA CON BORDADO SUIZO NEGRO,1,215,215
NTC-000747,NOT-013190,1,2024-11-10,SAN-0150,FALDA CON BORDADO SUIZO MOSTAZA,1,280,280
NTC-000748,NOT-013210,1,2024-11-10,ONT-0065,FALDA OVERSIZE BLANCO,1,302,302
NTC-000749,NOT-013231,1,2024-11-10,MIN-0245,VESTIDO DE CORTE RECTO BEIGE,1,216,216
NTC-000750,NOT-013254,1,2024-11-10,LOP-0086,VESTIDO CON LAZADA BEIGE,1,155,155
NTC-000751,NOT-013258,1,2024-11-10,ACG-0005,VESTIDO AJUSTADO BURDEOS,1,268,268
NTC-000752,NOT-013343,1,2024-11-11,LOT-0209,VESTIDO AJUSTADO ROSA PASTEL,1,212,212
NTC-000753,NOT-013367,1,2024-11-11,ACT-0290,VESTIDO CON BOTONES FRONTALES NEGRO,1,203,203
NTC-000754,NOT-013376,1,2024-11-11,LOT-0211,TOP MANGA OBISPO CREMA,1,244,244
NTC-000755,NOT-013383,1,2024-11-11,TIM-0062,CROP TOP CON BORDADO SUIZO AZUL CIELO,1,294,294
NTC-000756,NOT-013416,1,2024-11-12,MIC-0149,VESTIDO CON LAZADA VERDE ESMERALDA,1,285,285
NTC-000757,NOT-013441,1,2024-11-12,IJO-0090,VESTIDO CON LAZADA TERRACOTA,1,258,258
NTC-000758,NOT-013448,1,2024-11-12,AVA-0117,SHORT DE TEJIDO DENIM AZUL MARINO,1,206,206
NTC-000759,NOT-013451,1,2024-11-12,MIN-0235,CARDIGAN DE TEJIDO DENIM AZUL CIELO,1,273,273
NTC-000760,NOT-013464,1,2024-11-12,MIC-0283,ENTERIZO ACANALADO AZUL CIELO,1,305,305
NTC-000761,NOT-013504,1,2024-11-12,CAM-0100,BLUSA MANGA OBISPO AZUL CIELO,1,469,469
NTC-000762,NOT-013516,1,2024-11-13,SAN-0155,TOP SATINADO AZUL CIELO,1,143,143
NTC-000763,NOT-013522,1,2024-11-13,HAV-0127,PANTALON SATINADO ROSA PASTEL,1,214,214
NTC-000764,NOT-013568,1,2024-11-13,ONT-0095,TOP CON BOTONES FRONTALES GRIS JASPE,1,458,458
NTC-000765,NOT-013568,1,2024-11-13,OVI-0133,TOP PLISADO AZUL MARINO,1,344,344
NTC-000766,NOT-013590,1,2024-11-13,STE-0023,TOP DE TEJIDO DENIM NEGRO,1,91,91
NTC-000767,NOT-013597,1,2024-11-13,OVE-0127,BLUSA DE CORTE RECTO BEIGE,1,270,270
NTC-000768,NOT-013603,1,2024-11-14,MIC-0278,CARDIGAN DE ENCAJE VERDE ESMERALDA,1,275,275
NTC-000769,NOT-013610,1,2024-11-14,ACT-0295,SHORT DE LINO NEGRO,1,276,276
NTC-000770,NOT-013636,1,2024-11-14,DRE-0064,ENTERIZO CON BORDADO SUIZO BLANCO,1,389,389
NTC-000771,NOT-013636,1,2024-11-14,ACG-0122,BLUSA DE LINO BURDEOS,1,258,258
NTC-000772,NOT-013650,1,2024-11-14,LOT-0214,SHORT DE LINO BLANCO,1,321,321
NTC-000773,NOT-013656,1,2024-11-14,OVE-0022,TOP DE ENCAJE BURDEOS,1,192,192
NTC-000774,NOT-013692,1,2024-11-15,CIS-0022,CROP TOP DE LINO CREMA,1,261,261
NTC-000775,NOT-013697,1,2024-11-15,ONT-0065,FALDA OVERSIZE BLANCO,1,302,302
NTC-000776,NOT-013701,1,2024-11-15,MIN-0244,CROP TOP DE CORTE RECTO LILA,1,266,266
NTC-000777,NOT-013707,1,2024-11-15,MIC-0256,CAMISA CON CUELLO EN V TERRACOTA,1,249,249
NTC-000778,NOT-013708,1,2024-11-15,MIN-0237,PANTALON CON LAZADA CREMA,1,184,184
NTC-000779,NOT-013719,1,2024-11-16,HAV-0126,CARDIGAN CON BOTONES FRONTALES BEIGE,1,336,336
NTC-000780,NOT-013732,1,2024-11-16,COL-0021,PANTALON SATINADO AZUL CIELO,1,249,249
NTC-000781,NOT-013740,1,2024-11-16,MIN-0121,VESTIDO CON OLANES BLANCO,1,194,194
NTC-000782,NOT-013774,1,2024-11-17,HAV-0131,CROP TOP CON BOTONES FRONTALES TERRACOTA,1,335,335
NTC-000783,NOT-013787,1,2024-11-17,HAV-0107,FALDA MANGA OBISPO BLANCO,1,344,344
NTC-000784,NOT-013805,1,2024-11-17,TIM-0062,CROP TOP CON BORDADO SUIZO AZUL CIELO,1,294,294
NTC-000785,NOT-013844,1,2024-11-18,HYF-0071,TOP CON OLANES ROSA PASTEL,1,397,397
