folio,sku,descripcion,cantidad,precio_unitario,impuesto,descuento,subtotal,importe,fecha,registro_nombre,usuario_autorizo_nombre,marca
PO-000187,HYF-0048,CROP TOP ACANALADO AZUL MARINO,21,274,16,0,5754,6674.64,2024-05-05,USUARIO1,ADMIN1,HYFVE
PO-000188,TIM-0011,TOP AJUSTADO AZUL CIELO,42,280,16,0,11760,13641.6,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0012,SHORT CON BORDADO SUIZO VERDE ESMERALDA,42,268,16,0,11256,13056.96,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0013,FALDA CON OLANES CREMA,42,278,16,0,11676,13544.16,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0014,PANTALON CON BOTONES FRONTALES GRIS JASPE,42,100,16,0,4200,4872,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0015,VESTIDO OVERSIZE BEIGE,42,126,16,0,5292,6138.72,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0016,CROP TOP SATINADO BURDEOS,42,215,16,0,9030,10474.8,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0017,VESTIDO CON BORDADO SUIZO CREMA,42,242,16,0,10164,11790.24,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0018,VESTIDO PLISADO BEIGE,45,151,16,0,6795,7882.2,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0019,PANTALON DE TEJIDO DENIM LILA,42,188,16,0,7896,9159.36,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000188,TIM-0020,TOP CON OLANES CREMA,45,246,16,0,11070,12841.2,2024-05-05,USUARIO1,ADMIN1,TIMING
PO-000189,GAL-0037,CARDIGAN CON OLANES BURDEOS,33,437,16,0,14421,16728.36,2024-05-05,USUARIO1,ADMIN1,GALITA
PO-000189,GAL-0038,FALDA CON BORDADO SUIZO CREMA,33,287,16,0,9471,10986.36,2024-05-05,USUARIO1,ADMIN1,GALITA
PO-000189,GAL-0039,CROP TOP MANGA OBISPO LILA,36,460,16,0,16560,19209.6,2024-05-05,USUARIO1,ADMIN1,GALITA
PO-000189,GAL-0040,CAMISA DE LINO AZUL MARINO,33,370,16,0,12210,14163.6,2024-05-05,USUARIO1,ADMIN1,GALITA
PO-000189,GAL-0041,PANTALON DE LINO ROSA PASTEL,36,143,16,0,5148,5971.68,2024-05-05,USUARIO1,ADMIN1,GALITA
PO-000189,GAL-0042,CARDIGAN DE ENCAJE ROSA PASTEL,36,227,16,0,8172,9479.52,2024-05-05,USUARIO1,ADMIN1,GALITA
PO-000189,GAL-0043,CAMISA DE CORTE RECTO AZUL MARINO,33,140,16,0,4620,5359.2,2024-05-05,USUARIO1,ADMIN1,GALITA
PO-000189,GAL-0044,CROP TOP CON BOTONES FRONTALES NEGRO,36,133,16,0,4788,5554.08,2024-05-05,USUARIO1,ADMIN1,GALITA
PO-000190,AZU-0025,CAMISA PLISADO BEIGE,9,333,16,0,2997,3476.52,2024-05-05,USUARIO1,ADMIN1,AZURA
PO-000190,AZU-0026,CROP TOP PLISADO BURDEOS,9,339,16,0,3051,3539.16,2024-05-05,USUARIO1,ADMIN1,AZURA
PO-000190,AZU-0027,FALDA CON BOTONES FRONTALES CREMA,12,339,16,0,4068,4718.88,2024-05-05,USUARIO1,ADMIN1,AZURA
PO-000190,AZU-0028,ENTERIZO ACANALADO NEGRO,9,319,16,0,2871,3330.36,2024-05-05,USUARIO1,ADMIN1,AZURA
PO-000190,AZU-0029,CROP TOP ACANALADO MOSTAZA,12,321,16,0,3852,4468.32,2024-05-05,USUARIO1,ADMIN1,AZURA
PO-000191,DOU-0024,BLUSA AJUSTADO AZUL MARINO,9,195,16,0,1755,2035.8,2024-05-05,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000191,DOU-0025,TOP DE CORTE RECTO MOSTAZA,9,197,16,0,1773,2056.68,2024-05-05,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000191,DOU-0026,CARDIGAN CON ESTAMPADO FLORAL VERDE ESMERALDA,12,198,16,0,2376,2756.16,2024-05-05,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000191,DOU-0027,TOP PLISADO MOSTAZA,9,205,16,0,1845,2140.2,2024-05-05,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000191,DOU-0028,TOP CON OLANES VERDE ESMERALDA,12,193,16,0,2316,2686.56,2024-05-05,USUARIO1,ADMIN1,DOUBLE ZERO
PO-000192,STE-0008,BLUSA DE LINO LILA,12,100,16,0,1200,1392,2024-05-05,USUARIO1,ADMIN1,STELLA
PO-000192,STE-0009,BLUSA DE ENCAJE AZUL MARINO,12,75,16,0,900,1044,2024-05-05,USUARIO1,ADMIN1,STELLA
PO-000193,SHE-0059,PANTALON MANGA OBISPO AZUL CIELO,24,155,16,0,3720,4315.2,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000193,SHE-0060,CROP TOP SATINADO BEIGE,24,271,16,0,6504,7544.64,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000193,SHE-0061,FALDA DE ENCAJE ROSA PASTEL,24,235,16,0,5640,6542.4,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000193,SHE-0062,FALDA SATINADO LILA,24,316,16,0,7584,8797.44,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000193,SHE-0063,CAMISA AJUSTADO NEGRO,24,278,16,0,6672,7739.52,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000193,SHE-0064,FALDA DE CORTE RECTO MOSTAZA,24,237,16,0,5688,6598.08,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000193,SHE-0065,ENTERIZO DE LINO AZUL CIELO,24,203,16,0,4872,5651.52,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000193,SHE-0066,SHORT CON BOTONES FRONTALES NEGRO,21,298,16,0,6258,7259.28,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000193,SHE-0067,BLUSA CON OLANES BLANCO,24,225,16,0,5400,6264,2024-05-05,USUARIO1,ADMIN1,SHERO
PO-000194,IRI-0047,ENTERIZO AJUSTADO AZUL CIELO,18,109,16,0,1962,2275.92,2024-05-05,USUARIO1,ADMIN1,IRIS
PO-000194,IRI-0048,BLUSA CON ESTAMPADO FLORAL BLANCO,18,107,16,0,1926,2234.16,2024-05-05,USUARIO1,ADMIN1,IRIS
PO-000194,IRI-0049,TOP SATINADO AZUL CIELO,18,88,16,0,1584,1837.44,2024-05-05,USUARIO1,ADMIN1,IRIS
PO-000194,IRI-0050,TOP ACANALADO LILA,18,128,16,0,2304,2672.64,2024-05-05,USUARIO1,ADMIN1,IRIS
PO-000194,IRI-0051,TOP DE ENCAJE CREMA,18,161,16,0,2898,3361.68,2024-05-05,USUARIO1,ADMIN1,IRIS
PO-000194,IRI-0052,TOP DE TEJIDO DENIM AZUL CIELO,18,87,16,0,1566,1816.56,2024-05-05,USUARIO1,ADMIN1,IRIS
PO-000194,IRI-0053,PANTALON ACANALADO MOSTAZA,18,72,16,0,1296,1503.36,2024-05-05,USUARIO1,ADMIN1,IRIS
PO-000195,TEE-0048,CROP TOP PLISADO LILA,12,107,16,0,1284,1489.44,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0049,SHORT DE TEJIDO DENIM NEGRO,12,122,16,0,1464,1698.24,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0050,CARDIGAN AJUSTADO ROSA PASTEL,12,107,16,0,1284,1489.44,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0051,FALDA CON BOTONES FRONTALES BEIGE,12,117,16,0,1404,1628.64,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0052,CROP TOP DE TEJIDO DENIM NEGRO,12,115,16,0,1380,1600.8,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0053,FALDA DE TEJIDO DENIM AZUL CIELO,9,118,16,0,1062,1231.92,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0054,CAMISA PLISADO LILA,12,109,16,0,1308,1517.28,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0055,FALDA DE TEJIDO DENIM NEGRO,12,156,16,0,1872,2171.52,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0056,CROP TOP CON CUELLO EN V BLANCO,9,119,16,0,1071,1242.36,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000195,TEE-0057,CARDIGAN MANGA OBISPO NEGRO,12,115,16,0,1380,1600.8,2024-05-05,USUARIO1,ADMIN1,TEENBELL
PO-000196,IJO-0037,FALDA OVERSIZE TERRACOTA,30,198,16,0,5940,6890.4,2024-05-05,USUARIO1,ADMIN1,IJOAH
PO-000196,IJO-0038,CARDIGAN DE ENCAJE GRIS JASPE,30,203,16,0,6090,7064.4,2024-05-05,USUARIO1,ADMIN1,IJOAH
PO-000196,IJO-0039,ENTERIZO DE CORTE RECTO ROSA PASTEL,30,176,16,0,5280,6124.8,2024-05-05,USUARIO1,ADMIN1,IJOAH
PO-000196,IJO-0040,VESTIDO PLISADO CREMA,30,238,16,0,7140,8282.4,2024-05-05,USUARIO1,ADMIN1,IJOAH
PO-000196,IJO-0041,CARDIGAN MANGA OBISPO BLANCO,33,185,16,0,6105,7081.8,2024-05-05,USUARIO1,ADMIN1,IJOAH
PO-000196,IJO-0042,CAMISA DE ENCAJE AZUL CIELO,33,265,16,0,8745,10144.2,2024-05-05,USUARIO1,ADMIN1,IJOAH
PO-000196,IJO-0043,CAMISA PLISADO CREMA,30,233,16,0,6990,8108.4,2024-05-05,USUARIO1,ADMIN1,IJOAH
PO-000196,IJO-0044,TOP MANGA OBISPO TERRACOTA,33,200,16,0,6600,7656,2024-05-05,USUARIO1,ADMIN1,IJOAH
PO-000197,LOT-0076,FALDA OVERSIZE VERDE ESMERALDA,30,194,16,0,5820,6751.2,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0077,CAMISA DE ENCAJE MOSTAZA,33,256,16,0,8448,9799.68,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0078,VESTIDO CON BOTONES FRONTALES LILA,30,259,16,0,7770,9013.2,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0079,FALDA DE TEJIDO DENIM BEIGE,33,254,16,0,8382,9723.12,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0080,VESTIDO ACANALADO AZUL CIELO,33,230,16,0,7590,8804.4,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0081,CROP TOP CON ESTAMPADO FLORAL MOSTAZA,30,176,16,0,5280,6124.8,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0082,CAMISA CON LAZADA NEGRO,33,161,16,0,5313,6163.08,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0083,PANTALON PLISADO GRIS JASPE,33,202,16,0,6666,7732.56,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0084,SHORT MANGA OBISPO AZUL CIELO,30,129,16,0,3870,4489.2,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0085,CARDIGAN OVERSIZE GRIS JASPE,33,260,16,0,8580,9952.8,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0086,CROP TOP CON BORDADO SUIZO ROSA PASTEL,33,132,16,0,4356,5052.96,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0087,CROP TOP DE LINO BLANCO,30,244,16,0,7320,8491.2,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000197,LOT-0088,SHORT DE CORTE RECTO ROSA PASTEL,33,220,16,0,7260,8421.6,2024-05-05,USUARIO1,ADMIN1,LOVE TREE
PO-000198,LOL-0034,CROP TOP CON BOTONES FRONTALES BLANCO,9,215,16,0,1935,2244.6,2024-05-05,USUARIO1,ADMIN1,LOLA
PO-000198,LOL-0035,VESTIDO AJUSTADO MOSTAZA,9,214,16,0,1926,2234.16,2024-05-05,USUARIO1,ADMIN1,LOLA
PO-000198,LOL-0036,CARDIGAN CON ESTAMPADO FLORAL CREMA,12,221,16,0,2652,3076.32,2024-05-05,USUARIO1,ADMIN1,LOLA
PO-000198,LOL-0037,SHORT SATINADO BLANCO,9,200,16,0,1800,2088,2024-05-05,USUARIO1,ADMIN1,LOLA
PO-000198,LOL-0038,CAMISA ACANALADO BURDEOS,12,217,16,0,2604,3020.64,2024-05-05,USUARIO1,ADMIN1,LOLA
PO-000199,EST-0017,SHORT CON CUELLO EN V VERDE ESMERALDA,9,352,16,0,3168,3674.88,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0018,CARDIGAN CON BOTONES FRONTALES CREMA,9,284,16,0,2556,2964.96,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0019,TOP AJUSTADO AZUL MARINO,9,168,16,0,1512,1753.92,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0020,CARDIGAN CON BORDADO SUIZO TERRACOTA,9,198,16,0,1782,2067.12,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0021,CAMISA PLISADO VERDE ESMERALDA,9,174,16,0,1566,1816.56,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0022,TOP MANGA OBISPO GRIS JASPE,9,159,16,0,1431,1659.96,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0023,CARDIGAN DE LINO BLANCO,12,217,16,0,2604,3020.64,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0024,CAMISA CON BORDADO SUIZO CREMA,12,361,16,0,4332,5025.12,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0025,TOP OVERSIZE LILA,9,281,16,0,2529,2933.64,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000199,EST-0026,CAMISA CON ESTAMPADO FLORAL CREMA,12,140,16,0,1680,1948.8,2024-05-05,USUARIO1,ADMIN1,ESTELLA
PO-000200,LOP-0036,CAMISA DE ENCAJE BLANCO,27,252,16,0,6804,7892.64,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0037,VESTIDO CON LAZADA BLANCO,27,151,16,0,4077,4729.32,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0038,CROP TOP CON LAZADA GRIS JASPE,27,153,16,0,4131,4791.96,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0039,VESTIDO DE CORTE RECTO AZUL CIELO,27,219,16,0,5913,6859.08,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0040,FALDA SATINADO CREMA,27,175,16,0,4725,5481,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0041,SHORT MANGA OBISPO TERRACOTA,27,219,16,0,5913,6859.08,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0042,ENTERIZO CON CUELLO EN V CREMA,27,93,16,0,2511,2912.76,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0043,ENTERIZO CON OLANES BLANCO,27,191,16,0,5157,5982.12,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0044,TOP CON BORDADO SUIZO MOSTAZA,27,112,16,0,3024,3507.84,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0045,FALDA CON BOTONES FRONTALES LILA,27,85,16,0,2295,2662.2,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000200,LOP-0046,CAMISA CON ESTAMPADO FLORAL BURDEOS,30,230,16,0,6900,8004,2024-05-05,USUARIO1,ADMIN1,LOVE POEM
PO-000201,INA-0011,PANTALON CON LAZADA VERDE ESMERALDA,12,285,16,0,3420,3967.2,2024-05-05,USUARIO1,ADMIN1,INA
PO-000201,INA-0012,ENTERIZO CON LAZADA NEGRO,12,283,16,0,3396,3939.36,2024-05-05,USUARIO1,ADMIN1,INA
PO-000202,CAM-0038,CARDIGAN PLISADO BLANCO,9,354,16,0,3186,3695.76,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000202,CAM-0039,SHORT DE CORTE RECTO CREMA,9,374,16,0,3366,3904.56,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000202,CAM-0040,SHORT AJUSTADO AZUL MARINO,9,289,16,0,2601,3017.16,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000202,CAM-0041,TOP CON ESTAMPADO FLORAL BLANCO,9,239,16,0,2151,2495.16,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000202,CAM-0042,CAMISA CON LAZADA ROSA PASTEL,9,232,16,0,2088,2422.08,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000202,CAM-0043,FALDA ACANALADO BLANCO,9,428,16,0,3852,4468.32,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000202,CAM-0044,FALDA AJUSTADO CREMA,12,391,16,0,4692,5442.72,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000202,CAM-0045,CARDIGAN MANGA OBISPO VERDE ESMERALDA,9,312,16,0,2808,3257.28,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000202,CAM-0046,VESTIDO CON LAZADA MOSTAZA,12,406,16,0,4872,5651.52,2024-05-05,USUARIO1,ADMIN1,CAMEO
PO-000203,ACG-0067,CARDIGAN DE ENCAJE GRIS JASPE,15,247,16,0,3705,4297.8,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000203,ACG-0068,TOP DE LINO BURDEOS,15,182,16,0,2730,3166.8,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000203,ACG-0069,ENTERIZO PLISADO MOSTAZA,15,191,16,0,2865,3323.4,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000203,ACG-0070,VESTIDO CON LAZADA ROSA PASTEL,15,157,16,0,2355,2731.8,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000203,ACG-0071,CAMISA AJUSTADO TERRACOTA,15,231,16,0,3465,4019.4,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000203,ACG-0072,SHORT CON BORDADO SUIZO TERRACOTA,15,162,16,0,2430,2818.8,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000203,ACG-0073,CROP TOP DE ENCAJE GRIS JASPE,15,197,16,0,2955,3427.8,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000203,ACG-0074,TOP OVERSIZE ROSA PASTEL,15,176,16,0,2640,3062.4,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000203,ACG-0075,TOP SATINADO CREMA,18,183,16,0,3294,3821.04,2024-05-05,USUARIO1,ADMIN1,ACG
PO-000204,BLA-0038,CROP TOP OVERSIZE VERDE ESMERALDA,9,157,16,0,1413,1639.08,2024-05-05,USUARIO1,ADMIN1,BLASHE
PO-000204,BLA-0039,SHORT DE CORTE RECTO NEGRO,12,171,16,0,2052,2380.32,2024-05-05,USUARIO1,ADMIN1,BLASHE
PO-000204,BLA-0040,PANTALON OVERSIZE LILA,9,196,16,0,1764,2046.24,2024-05-05,USUARIO1,ADMIN1,BLASHE
PO-000204,BLA-0041,PANTALON CON LAZADA BEIGE,12,130,16,0,1560,1809.6,2024-05-05,USUARIO1,ADMIN1,BLASHE
PO-000204,BLA-0042,CARDIGAN CON CUELLO EN V NEGRO,12,201,16,0,2412,2797.92,2024-05-05,USUARIO1,ADMIN1,BLASHE
PO-000204,BLA-0043,VESTIDO AJUSTADO BLANCO,9,149,16,0,1341,1555.56,2024-05-05,USUARIO1,ADMIN1,BLASHE
PO-000204,BLA-0044,PANTALON MANGA OBISPO BLANCO,12,152,16,0,1824,2115.84,2024-05-05,USUARIO1,ADMIN1,BLASHE
PO-000205,INV-0005,TOP CON ESTAMPADO FLORAL BEIGE,12,200,16,0,2400,2784,2024-05-05,USUARIO1,ADMIN1,INVOICE
PO-000205,INV-0006,PANTALON DE LINO ROSA PASTEL,12,183,16,0,2196,2547.36,2024-05-05,USUARIO1,ADMIN1,INVOICE
PO-000206,MIA-0018,TOP CON LAZADA MOSTAZA,9,182,16,0,1638,1900.08,2024-05-05,USUARIO1,ADMIN1,MIASMIAS
PO-000206,MIA-0019,CROP TOP OVERSIZE ROSA PASTEL,9,182,16,0,1638,1900.08,2024-05-05,USUARIO1,ADMIN1,MIASMIAS
PO-000206,MIA-0020,TOP DE LINO AZUL CIELO,9,182,16,0,1638,1900.08,2024-05-05,USUARIO1,ADMIN1,MIASMIAS
PO-000206,MIA-0021,ENTERIZO CON BOTONES FRONTALES ROSA PASTEL,12,182,16,0,2184,2533.44,2024-05-05,USUARIO1,ADMIN1,MIASMIAS
PO-000207,NEW-0051,CROP TOP SATINADO ROSA PASTEL,15,180,16,0,2700,3132,2024-05-06,USUARIO1,ADMIN1,NEW IN
PO-000207,NEW-0052,BLUSA CON CUELLO EN V MOSTAZA,15,228,16,0,3420,3967.2,2024-05-06,USUARIO1,ADMIN1,NEW IN
PO-000207,NEW-0053,ENTERIZO ACANALADO MOSTAZA,12,233,16,0,2796,3243.36,2024-05-06,USUARIO1,ADMIN1,NEW IN
PO-000207,NEW-0054,VESTIDO CON BORDADO SUIZO AZUL MARINO,15,210,16,0,3150,3654,2024-05-06,USUARIO1,ADMIN1,NEW IN
PO-000207,NEW-0055,CARDIGAN CON LAZADA CREMA,15,262,16,0,3930,4558.8,2024-05-06,USUARIO1,ADMIN1,NEW IN
PO-000207,NEW-0056,FALDA PLISADO LILA,12,198,16,0,2376,2756.16,2024-05-06,USUARIO1,ADMIN1,NEW IN
PO-000207,NEW-0057,FALDA AJUSTADO LILA,15,199,16,0,2985,3462.6,2024-05-06,USUARIO1,ADMIN1,NEW IN
PO-000208,GEE-0013,PANTALON SATINADO NEGRO,12,265,16,0,3180,3688.8,2024-05-06,USUARIO1,ADMIN1,GEEGEE
PO-000208,GEE-0014,SHORT CON ESTAMPADO FLORAL CREMA,12,265,16,0,3180,3688.8,2024-05-06,USUARIO1,ADMIN1,GEEGEE
PO-000209,COL-0013,PANTALON PLISADO ROSA PASTEL,12,210,16,0,2520,2923.2,2024-05-06,USUARIO1,ADMIN1,COLETTE
PO-000209,COL-0014,ENTERIZO CON LAZADA TERRACOTA,12,211,16,0,2532,2937.12,2024-05-06,USUARIO1,ADMIN1,COLETTE
PO-000210,SPR-0020,FALDA SATINADO TERRACOTA,9,285,16,0,2565,2975.4,2024-05-06,USUARIO1,ADMIN1,SPRING HAZE
PO-000210,SPR-0021,CARDIGAN ACANALADO NEGRO,9,262,16,0,2358,2735.28,2024-05-06,USUARIO1,ADMIN1,SPRING HAZE
PO-000210,SPR-0022,CAMISA CON LAZADA MOSTAZA,9,218,16,0,1962,2275.92,2024-05-06,USUARIO1,ADMIN1,SPRING HAZE
PO-000210,SPR-0023,CROP TOP PLISADO CREMA,9,297,16,0,2673,3100.68,2024-05-06,USUARIO1,ADMIN1,SPRING HAZE
PO-000210,SPR-0024,TOP CON ESTAMPADO FLORAL NEGRO,9,250,16,0,2250,2610,2024-05-06,USUARIO1,ADMIN1,SPRING HAZE
PO-000210,SPR-0025,BLUSA CON CUELLO EN V MOSTAZA,9,192,16,0,1728,2004.48,2024-05-06,USUARIO1,ADMIN1,SPRING HAZE
PO-000210,SPR-0026,CROP TOP DE TEJIDO DENIM LILA,9,286,16,0,2574,2985.84,2024-05-06,USUARIO1,ADMIN1,SPRING HAZE
PO-000211,AVA-0043,CAMISA DE CORTE RECTO VERDE ESMERALDA,12,156,16,0,1872,2171.52,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0044,ENTERIZO DE CORTE RECTO ROSA PASTEL,12,123,16,0,1476,1712.16,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0045,CAMISA AJUSTADO BURDEOS,12,126,16,0,1512,1753.92,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0046,CROP TOP CON BOTONES FRONTALES AZUL CIELO,12,167,16,0,2004,2324.64,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0047,CARDIGAN SATINADO NEGRO,12,136,16,0,1632,1893.12,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0048,CARDIGAN DE ENCAJE VERDE ESMERALDA,12,125,16,0,1500,1740,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0049,BLUSA ACANALADO MOSTAZA,12,151,16,0,1812,2101.92,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0050,CROP TOP DE LINO TERRACOTA,12,168,16,0,2016,2338.56,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0051,BLUSA OVERSIZE ROSA PASTEL,12,149,16,0,1788,2074.08,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0052,CROP TOP AJUSTADO TERRACOTA,12,168,16,0,2016,2338.56,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0053,VESTIDO ACANALADO BLANCO,15,140,16,0,2100,2436,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0054,CROP TOP OVERSIZE TERRACOTA,12,163,16,0,1956,2268.96,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000211,AVA-0055,SHORT CON BOTONES FRONTALES NEGRO,15,162,16,0,2430,2818.8,2024-05-06,USUARIO1,ADMIN1,AVAILABLE
PO-000212,ROL-0035,TOP CON BORDADO SUIZO BEIGE,9,203,16,0,1827,2119.32,2024-05-06,USUARIO1,ADMIN1,ROLYPOLY
PO-000212,ROL-0036,CAMISA DE TEJIDO DENIM LILA,9,227,16,0,2043,2369.88,2024-05-06,USUARIO1,ADMIN1,ROLYPOLY
PO-000212,ROL-0037,TOP ACANALADO NEGRO,9,238,16,0,2142,2484.72,2024-05-06,USUARIO1,ADMIN1,ROLYPOLY
PO-000212,ROL-0038,CROP TOP CON BOTONES FRONTALES VERDE ESMERALDA,9,210,16,0,1890,2192.4,2024-05-06,USUARIO1,ADMIN1,ROLYPOLY
PO-000212,ROL-0039,BLUSA AJUSTADO AZUL CIELO,9,214,16,0,1926,2234.16,2024-05-06,USUARIO1,ADMIN1,ROLYPOLY
PO-000212,ROL-0040,ENTERIZO SATINADO BLANCO,9,252,16,0,2268,2630.88,2024-05-06,USUARIO1,ADMIN1,ROLYPOLY
PO-000212,ROL-0041,VESTIDO CON BOTONES FRONTALES CREMA,9,213,16,0,1917,2223.72,2024-05-06,USUARIO1,ADMIN1,ROLYPOLY
PO-000213,WIL-0035,TOP DE ENCAJE GRIS JASPE,9,248,16,0,2232,2589.12,2024-05-06,USUARIO1,ADMIN1,WILL B
PO-000213,WIL-0036,CAMISA DE CORTE RECTO ROSA PASTEL,9,231,16,0,2079,2411.64,2024-05-06,USUARIO1,ADMIN1,WILL B
PO-000213,WIL-0037,FALDA CON CUELLO EN V AZUL CIELO,9,248,16,0,2232,2589.12,2024-05-06,USUARIO1,ADMIN1,WILL B
PO-000213,WIL-0038,CARDIGAN DE CORTE RECTO NEGRO,9,248,16,0,2232,2589.12,2024-05-06,USUARIO1,ADMIN1,WILL B
PO-000213,WIL-0039,PANTALON SATINADO BLANCO,9,244,16,0,2196,2547.36,2024-05-06,USUARIO1,ADMIN1,WILL B
