fecha_compra,sku,marca,cantidad_compra,costo_producto,cohorte_compra
2024-05-05 00:00:00+00:00,ACG-0071,ACG,15,231,2024-05
2024-05-05 00:00:00+00:00,ACG-0072,ACG,15,162,2024-05
2024-05-05 00:00:00+00:00,ACG-0073,ACG,15,197,2024-05
2024-05-05 00:00:00+00:00,ACG-0074,ACG,15,176,2024-05
2024-05-05 00:00:00+00:00,ACG-0075,ACG,18,183,2024-05
2024-05-05 00:00:00+00:00,BLA-0038,BLASHE,9,157,2024-05
2024-05-05 00:00:00+00:00,BLA-0039,BLASHE,12,171,2024-05
2024-05-05 00:00:00+00:00,BLA-0040,BLASHE,9,196,2024-05
2024-05-05 00:00:00+00:00,BLA-0041,BLASHE,12,130,2024-05
2024-05-05 00:00:00+00:00,BLA-0042,BLASHE,12,201,2024-05
2024-05-05 00:00:00+00:00,BLA-0043,BLASHE,9,149,2024-05
2024-05-05 00:00:00+00:00,BLA-0044,BLASHE,12,152,2024-05
2024-05-05 00:00:00+00:00,INV-0005,INVOICE,12,200,2024-05
2024-05-05 00:00:00+00:00,INV-0006,INVOICE,12,183,2024-05
2024-05-05 00:00:00+00:00,MIA-0018,MIASMIAS,9,182,2024-05
2024-05-05 00:00:00+00:00,MIA-0019,MIASMIAS,9,182,2024-05
2024-05-05 00:00:00+00:00,MIA-0020,MIASMIAS,9,182,2024-05
2024-05-05 00:00:00+00:00,MIA-0021,MIASMIAS,12,182,2024-05
2024-05-06 00:00:00+00:00,NEW-0051,NEW IN,15,180,2024-05
2024-05-06 00:00:00+00:00,NEW-0052,NEW IN,15,228,2024-05
2024-05-06 00:00:00+00:00,NEW-0053,NEW IN,12,233,2024-05
2024-05-06 00:00:00+00:00,NEW-0054,NEW IN,15,210,2024-05
2024-05-06 00:00:00+00:00,NEW-0055,NEW IN,15,262,2024-05
2024-05-06 00:00:00+00:00,NEW-0056,NEW IN,12,198,2024-05
2024-05-06 00:00:00+00:00,NEW-0057,NEW IN,15,199,2024-05
2024-05-06 00:00:00+00:00,GEE-0013,GEEGEE,12,265,2024-05
2024-05-06 00:00:00+00:00,GEE-0014,GEEGEE,12,265,2024-05
2024-05-06 00:00:00+00:00,COL-0013,COLETTE,12,210,2024-05
2024-05-06 00:00:00+00:00,COL-0014,COLETTE,12,211,2024-05
2024-05-06 00:00:00+00:00,SPR-0020,SPRING HAZE,9,285,2024-05
2024-05-06 00:00:00+00:00,SPR-0021,SPRING HAZE,9,262,2024-05
2024-05-06 00:00:00+00:00,SPR-0022,SPRING HAZE,9,218,2024-05
2024-05-06 00:00:00+00:00,SPR-0023,SPRING HAZE,9,297,2024-05
2024-05-06 00:00:00+00:00,SPR-0024,SPRING HAZE,9,250,2024-05
2024-05-06 00:00:00+00:00,SPR-0025,SPRING HAZE,9,192,2024-05
2024-05-06 00:00:00+00:00,SPR-0026,SPRING HAZE,9,286,2024-05
2024-05-06 00:00:00+00:00,AVA-0043,AVAILABLE,12,156,2024-05
2024-05-06 00:00:00+00:00,AVA-0044,AVAILABLE,12,123,2024-05
2024-05-06 00:00:00+00:00,AVA-0045,AVAILABLE,12,126,2024-05
2024-05-06 00:00:00+00:00,AVA-0046,AVAILABLE,12,167,2024-05
2024-05-06 00:00:00+00:00,AVA-0047,AVAILABLE,12,136,2024-05
2024-05-06 00:00:00+00:00,AVA-0048,AVAILABLE,12,125,2024-05
2024-05-06 00:00:00+00:00,AVA-0049,AVAILABLE,12,151,2024-05
2024-05-06 00:00:00+00:00,AVA-0050,AVAILABLE,12,168,2024-05
2024-05-06 00:00:00+00:00,AVA-0051,AVAILABLE,12,149,2024-05
2024-05-06 00:00:00+00:00,AVA-0052,AVAILABLE,12,168,2024-05
2024-05-06 00:00:00+00:00,AVA-0053,AVAILABLE,15,140,2024-05
2024-05-06 00:00:00+00:00,AVA-0054,AVAILABLE,12,163,2024-05
2024-05-06 00:00:00+00:00,AVA-0055,AVAILABLE,15,162,2024-05
2024-05-06 00:00:00+00:00,ROL-0035,ROLYPOLY,9,203,2024-05
2024-05-06 00:00:00+00:00,ROL-0036,ROLYPOLY,9,227,2024-05
2024-05-06 00:00:00+00:00,ROL-0037,ROLYPOLY,9,238,2024-05
2024-05-06 00:00:00+00:00,ROL-0038,ROLYPOLY,9,210,2024-05
2024-05-06 00:00:00+00:00,ROL-0039,ROLYPOLY,9,214,2024-05
2024-05-06 00:00:00+00:00,ROL-0040,ROLYPOLY,9,252,2024-05
2024-05-06 00:00:00+00:00,ROL-0041,ROLYPOLY,9,213,2024-05
2024-05-06 00:00:00+00:00,WIL-0035,WILL B,9,248,2024-05
2024-05-06 00:00:00+00:00,WIL-0036,WILL B,9,231,2024-05
2024-05-06 00:00:00+00:00,WIL-0037,WILL B,9,248,2024-05
2024-05-06 00:00:00+00:00,WIL-0038,WILL B,9,248,2024-05
2024-05-06 00:00:00+00:00,WIL-0039,WILL B,9,244,2024-05
2024-05-06 00:00:00+00:00,WIL-0040,WILL B,9,220,2024-05
2024-05-06 00:00:00+00:00,WIL-0041,WILL B,9,223,2024-05
2024-05-06 00:00:00+00:00,WIL-0042,WILL B,12,235,2024-05
2024-05-06 00:00:00+00:00,ACT-0112,ACTIVE USA,57,130,2024-05
2024-05-06 00:00:00+00:00,ACT-0113,ACTIVE USA,57,170,2024-05
2024-05-06 00:00:00+00:00,ACT-0114,ACTIVE USA,57,87,2024-05
2024-05-06 00:00:00+00:00,ACT-0115,ACTIVE USA,57,215,2024-05
2024-05-06 00:00:00+00:00,ACT-0116,ACTIVE USA,57,78,2024-05
2024-05-06 00:00:00+00:00,ACT-0117,ACTIVE USA,60,65,2024-05
2024-05-06 00:00:00+00:00,ACT-0118,ACTIVE USA,60,303,2024-05
2024-05-06 00:00:00+00:00,ACT-0119,ACTIVE USA,57,260,2024-05
2024-05-06 00:00:00+00:00,ACT-0120,ACTIVE USA,60,297,2024-05
2024-05-06 00:00:00+00:00,ACT-0121,ACTIVE USA,60,113,2024-05
2024-05-06 00:00:00+00:00,ACT-0122,ACTIVE USA,57,287,2024-05
2024-05-06 00:00:00+00:00,ACT-0123,ACTIVE USA,60,276,2024-05
2024-05-06 00:00:00+00:00,ACT-0124,ACTIVE USA,60,209,2024-05
2024-05-06 00:00:00+00:00,ACT-0125,ACTIVE USA,57,214,2024-05
2024-05-06 00:00:00+00:00,ACT-0126,ACTIVE USA,60,118,2024-05
2024-05-06 00:00:00+00:00,LIZ-0057,LIZETTE COLLECTION,36,256,2024-05
2024-05-06 00:00:00+00:00,LIZ-0058,LIZETTE COLLECTION,36,124,2024-05
2024-05-06 00:00:00+00:00,LIZ-0059,LIZETTE COLLECTION,39,131,2024-05
2024-05-06 00:00:00+00:00,LIZ-0060,LIZETTE COLLECTION,39,254,2024-05
2024-05-06 00:00:00+00:00,LIZ-0061,LIZETTE COLLECTION,36,424,2024-05
2024-05-06 00:00:00+00:00,LIZ-0062,LIZETTE COLLECTION,39,308,2024-05
2024-05-06 00:00:00+00:00,LIZ-0063,LIZETTE COLLECTION,39,429,2024-05
2024-05-06 00:00:00+00:00,LIZ-0064,LIZETTE COLLECTION,36,115,2024-05
2024-05-06 00:00:00+00:00,LIZ-0065,LIZETTE COLLECTION,39,118,2024-05
2024-05-06 00:00:00+00:00,CRE-0013,CRETA,12,270,2024-05
2024-05-06 00:00:00+00:00,CRE-0014,CRETA,12,271,2024-05
2024-06-06 00:00:00+00:00,LOT-0097,LOVE TREE,33,179,2024-06
2024-06-06 00:00:00+00:00,LOT-0098,LOVE TREE,33,174,2024-06
2024-06-06 00:00:00+00:00,LOT-0099,LOVE TREE,33,206,2024-06
2024-06-06 00:00:00+00:00,LOT-0100,LOVE TREE,33,129,2024-06
2024-06-06 00:00:00+00:00,LOT-0101,LOVE TREE,33,192,2024-06
2024-06-06 00:00:00+00:00,LOT-0102,LOVE TREE,33,181,2024-06
2024-06-06 00:00:00+00:00,LOT-0103,LOVE TREE,33,150,2024-06
2024-06-06 00:00:00+00:00,LOT-0104,LOVE TREE,36,234,2024-06
2024-06-06 00:00:00+00:00,LOT-0105,LOVE TREE,33,160,2024-06
2024-06-06 00:00:00+00:00,LOT-0106,LOVE TREE,36,253,2024-06
2024-06-06 00:00:00+00:00,LOL-0045,LOLA,9,223,2024-06
2024-06-06 00:00:00+00:00,LOL-0046,LOLA,12,206,2024-06
2024-06-06 00:00:00+00:00,LOL-0047,LOLA,9,229,2024-06
2024-06-06 00:00:00+00:00,LOL-0048,LOLA,12,201,2024-06
2024-06-06 00:00:00+00:00,GLA-0057,GLAM,12,244,2024-06
2024-06-06 00:00:00+00:00,GLA-0058,GLAM,12,301,2024-06
2024-06-06 00:00:00+00:00,GLA-0059,GLAM,12,262,2024-06
2024-06-06 00:00:00+00:00,GLA-0060,GLAM,12,171,2024-06
2024-06-06 00:00:00+00:00,GLA-0061,GLAM,12,202,2024-06
2024-06-06 00:00:00+00:00,GLA-0062,GLAM,12,224,2024-06
2024-06-06 00:00:00+00:00,GLA-0063,GLAM,12,221,2024-06
2024-06-06 00:00:00+00:00,GLA-0064,GLAM,9,295,2024-06
2024-06-06 00:00:00+00:00,GLA-0065,GLAM,12,225,2024-06
2024-06-06 00:00:00+00:00,GLA-0066,GLAM,12,305,2024-06
2024-06-06 00:00:00+00:00,GLA-0067,GLAM,9,175,2024-06
2024-06-06 00:00:00+00:00,GLA-0068,GLAM,12,187,2024-06
2024-06-06 00:00:00+00:00,GLA-0069,GLAM,12,157,2024-06
2024-06-06 00:00:00+00:00,GLA-0070,GLAM,9,295,2024-06
2024-06-06 00:00:00+00:00,GLA-0071,GLAM,12,253,2024-06
2024-06-06 00:00:00+00:00,INV-0010,INVOICE,9,202,2024-06
2024-06-06 00:00:00+00:00,INV-0011,INVOICE,12,207,2024-06
2024-06-06 00:00:00+00:00,ACT-0143,ACTIVE USA,60,226,2024-06
2024-06-06 00:00:00+00:00,ACT-0144,ACTIVE USA,60,301,2024-06
2024-06-06 00:00:00+00:00,ACT-0145,ACTIVE USA,60,168,2024-06
2024-06-06 00:00:00+00:00,ACT-0146,ACTIVE USA,60,98,2024-06
2024-06-06 00:00:00+00:00,ACT-0147,ACTIVE USA,57,157,2024-06
2024-06-06 00:00:00+00:00,ACT-0148,ACTIVE USA,60,153,2024-06
2024-06-06 00:00:00+00:00,ACT-0149,ACTIVE USA,60,259,2024-06
2024-06-06 00:00:00+00:00,ACT-0150,ACTIVE USA,57,63,2024-06
2024-06-06 00:00:00+00:00,ACT-0151,ACTIVE USA,60,219,2024-06
2024-06-06 00:00:00+00:00,ACT-0152,ACTIVE USA,60,113,2024-06
2024-06-06 00:00:00+00:00,ACT-0153,ACTIVE USA,57,244,2024-06
2024-06-06 00:00:00+00:00,ACT-0154,ACTIVE USA,60,300,2024-06
2024-06-06 00:00:00+00:00,RIV-0005,RIVIR,9,416,2024-06
2024-06-06 00:00:00+00:00,RIV-0006,RIVIR,12,449,2024-06
2024-06-06 00:00:00+00:00,AZU-0030,AZURA,9,348,2024-06
2024-06-06 00:00:00+00:00,AZU-0031,AZURA,12,318,2024-06
2024-06-06 00:00:00+00:00,AZU-0032,AZURA,9,340,2024-06
2024-06-06 00:00:00+00:00,AZU-0033,AZURA,12,342,2024-06
2024-06-06 00:00:00+00:00,SHE-0068,SHERO,15,310,2024-06
2024-06-06 00:00:00+00:00,SHE-0069,SHERO,15,171,2024-06
2024-06-06 00:00:00+00:00,SHE-0070,SHERO,15,236,2024-06
2024-06-06 00:00:00+00:00,SHE-0071,SHERO,15,215,2024-06
2024-06-06 00:00:00+00:00,SHE-0072,SHERO,15,244,2024-06
2024-06-06 00:00:00+00:00,SHE-0073,SHERO,15,265,2024-06
2024-06-06 00:00:00+00:00,SHE-0074,SHERO,15,166,2024-06
2024-06-06 00:00:00+00:00,SHE-0075,SHERO,15,263,2024-06
2024-06-06 00:00:00+00:00,SHE-0076,SHERO,18,199,2024-06
2024-06-06 00:00:00+00:00,SHE-0077,SHERO,15,161,2024-06
2024-06-06 00:00:00+00:00,SHE-0078,SHERO,18,199,2024-06
2024-06-06 00:00:00+00:00,GIL-0023,GILLI,9,316,2024-06
2024-06-06 00:00:00+00:00,GIL-0024,GILLI,12,250,2024-06
2024-06-06 00:00:00+00:00,GIL-0025,GILLI,9,281,2024-06
2024-06-06 00:00:00+00:00,GIL-0026,GILLI,12,255,2024-06
2024-06-06 00:00:00+00:00,LEE-0040,LEENA,15,329,2024-06
2024-06-06 00:00:00+00:00,LEE-0041,LEENA,15,275,2024-06
2024-06-06 00:00:00+00:00,LEE-0042,LEENA,15,362,2024-06
2024-06-06 00:00:00+00:00,LEE-0043,LEENA,15,268,2024-06
2024-06-06 00:00:00+00:00,LEE-0044,LEENA,18,471,2024-06
2024-06-06 00:00:00+00:00,LEE-0045,LEENA,15,262,2024-06
2024-06-06 00:00:00+00:00,LEE-0046,LEENA,18,413,2024-06
2024-06-06 00:00:00+00:00,TRE-0012,TREND STYLES,9,142,2024-06
2024-06-06 00:00:00+00:00,TRE-0013,TREND STYLES,12,148,2024-06
2024-06-06 00:00:00+00:00,IRI-0054,IRIS,9,165,2024-06
2024-06-06 00:00:00+00:00,IRI-0055,IRIS,9,86,2024-06
2024-06-06 00:00:00+00:00,IRI-0056,IRIS,9,119,2024-06
2024-06-06 00:00:00+00:00,IRI-0057,IRIS,9,161,2024-06
2024-06-06 00:00:00+00:00,IRI-0058,IRIS,12,115,2024-06
2024-06-06 00:00:00+00:00,IRI-0059,IRIS,9,166,2024-06
2024-06-06 00:00:00+00:00,IRI-0060,IRIS,12,155,2024-06
2024-06-06 00:00:00+00:00,IRI-0061,IRIS,12,161,2024-06
2024-06-06 00:00:00+00:00,IRI-0062,IRIS,9,151,2024-06
2024-06-06 00:00:00+00:00,IRI-0063,IRIS,12,96,2024-06
2024-06-06 00:00:00+00:00,OVI-0073,OVI,12,313,2024-06
2024-06-06 00:00:00+00:00,OVI-0074,OVI,12,336,2024-06
2024-06-06 00:00:00+00:00,OVI-0075,OVI,12,300,2024-06
2024-06-06 00:00:00+00:00,OVI-0076,OVI,12,282,2024-06
2024-06-06 00:00:00+00:00,OVI-0077,OVI,12,285,2024-06
2024-06-06 00:00:00+00:00,OVI-0078,OVI,12,235,2024-06
2024-06-06 00:00:00+00:00,OVI-0079,OVI,12,258,2024-06
2024-06-06 00:00:00+00:00,OVI-0080,OVI,15,342,2024-06
2024-06-06 00:00:00+00:00,OVI-0081,OVI,15,346,2024-06
2024-06-06 00:00:00+00:00,OVI-0082,OVI,12,337,2024-06
2024-06-06 00:00:00+00:00,OVI-0083,OVI,15,290,2024-06
2024-06-06 00:00:00+00:00,EVE-0032,EVERLYNN,9,237,2024-06
2024-06-06 00:00:00+00:00,EVE-0033,EVERLYNN,12,235,2024-06
2024-06-06 00:00:00+00:00,EVE-0034,EVERLYNN,9,202,2024-06
2024-06-06 00:00:00+00:00,EVE-0035,EVERLYNN,12,214,2024-06
2024-06-06 00:00:00+00:00,SAN-0110,SANS SOUCI,15,289,2024-06
2024-06-06 00:00:00+00:00,SAN-0111,SANS SOUCI,15,204,2024-06
2024-06-06 00:00:00+00:00,SAN-0112,SANS SOUCI,15,243,2024-06
2024-06-06 00:00:00+00:00,SAN-0113,SANS SOUCI,15,108,2024-06
2024-06-06 00:00:00+00:00,SAN-0114,SANS SOUCI,15,147,2024-06
2024-06-06 00:00:00+00:00,SAN-0115,SANS SOUCI,15,133,2024-06
2024-06-06 00:00:00+00:00,SAN-0116,SANS SOUCI,15,171,2024-06
2024-06-06 00:00:00+00:00,SAN-0117,SANS SOUCI,15,275,2024-06
2024-06-06 00:00:00+00:00,SAN-0118,SANS SOUCI,18,144,2024-06
2024-06-06 00:00:00+00:00,SAN-0119,SANS SOUCI,15,282,2024-06
2024-06-06 00:00:00+00:00,SAN-0120,SANS SOUCI,18,238,2024-06
2024-06-06 00:00:00+00:00,SOR-0006,SORRENTO,9,197,2024-06
2024-06-06 00:00:00+00:00,SOR-0007,SORRENTO,12,197,2024-06
2024-06-06 00:00:00+00:00,STE-0013,STELLA,9,118,2024-06
2024-06-06 00:00:00+00:00,STE-0014,STELLA,12,93,2024-06
2024-06-07 00:00:00+00:00,SPR-0034,SPRING HAZE,9,281,2024-06
2024-06-07 00:00:00+00:00,SPR-0035,SPRING HAZE,9,267,2024-06
2024-06-07 00:00:00+00:00,SPR-0036,SPRING HAZE,12,214,2024-06
2024-06-07 00:00:00+00:00,SPR-0037,SPRING HAZE,9,284,2024-06
2024-06-07 00:00:00+00:00,SPR-0038,SPRING HAZE,12,196,2024-06
2024-06-07 00:00:00+00:00,ONT-0061,ONTWELFTH,21,201,2024-06
2024-06-07 00:00:00+00:00,ONT-0062,ONTWELFTH,21,304,2024-06
2024-06-07 00:00:00+00:00,ONT-0063,ONTWELFTH,21,232,2024-06
2024-06-07 00:00:00+00:00,ONT-0064,ONTWELFTH,18,191,2024-06
2024-06-07 00:00:00+00:00,ONT-0065,ONTWELFTH,21,251,2024-06
2024-06-07 00:00:00+00:00,ONT-0066,ONTWELFTH,21,240,2024-06
2024-06-07 00:00:00+00:00,ONT-0067,ONTWELFTH,18,249,2024-06
2024-06-07 00:00:00+00:00,ONT-0068,ONTWELFTH,21,285,2024-06
2024-06-07 00:00:00+00:00,ONT-0069,ONTWELFTH,21,419,2024-06
2024-06-07 00:00:00+00:00,ONT-0070,ONTWELFTH,18,233,2024-06
2024-06-07 00:00:00+00:00,ONT-0071,ONTWELFTH,21,232,2024-06
2024-06-07 00:00:00+00:00,NAA-0024,NAANAA,15,232,2024-06
2024-06-07 00:00:00+00:00,NAA-0025,NAANAA,15,240,2024-06
2024-06-07 00:00:00+00:00,NAA-0026,NAANAA,15,208,2024-06
2024-06-07 00:00:00+00:00,NAA-0027,NAANAA,15,243,2024-06
2024-06-07 00:00:00+00:00,NAA-0028,NAANAA,15,262,2024-06
2024-06-07 00:00:00+00:00,NAA-0029,NAANAA,15,272,2024-06
2024-06-07 00:00:00+00:00,RUN-0022,RUNWAYPARIS,9,160,2024-06
2024-06-07 00:00:00+00:00,RUN-0023,RUNWAYPARIS,9,202,2024-06
2024-06-07 00:00:00+00:00,RUN-0024,RUNWAYPARIS,9,237,2024-06
2024-06-07 00:00:00+00:00,RUN-0025,RUNWAYPARIS,9,177,2024-06
2024-06-07 00:00:00+00:00,RUN-0026,RUNWAYPARIS,9,246,2024-06
2024-06-07 00:00:00+00:00,RUN-0027,RUNWAYPARIS,9,181,2024-06
2024-06-07 00:00:00+00:00,RUN-0028,RUNWAYPARIS,9,206,2024-06
2024-06-07 00:00:00+00:00,RUN-0029,RUNWAYPARIS,9,271,2024-06
2024-06-07 00:00:00+00:00,RUN-0030,RUNWAYPARIS,9,190,2024-06
2024-06-07 00:00:00+00:00,RUN-0031,RUNWAYPARIS,9,254,2024-06
2024-06-07 00:00:00+00:00,RUN-0032,RUNWAYPARIS,12,251,2024-06
2024-06-07 00:00:00+00:00,MUY-0033,MUY MUY,9,246,2024-06
2024-06-07 00:00:00+00:00,MUY-0034,MUY MUY,9,200,2024-06
2024-06-07 00:00:00+00:00,MUY-0035,MUY MUY,9,248,2024-06
2024-06-07 00:00:00+00:00,MUY-0036,MUY MUY,9,259,2024-06
2024-06-07 00:00:00+00:00,MUY-0037,MUY MUY,9,292,2024-06
2024-06-07 00:00:00+00:00,MUY-0038,MUY MUY,9,194,2024-06
2024-06-07 00:00:00+00:00,MUY-0039,MUY MUY,9,297,2024-06
2024-06-07 00:00:00+00:00,MUY-0040,MUY MUY,9,190,2024-06
2024-06-07 00:00:00+00:00,MUY-0041,MUY MUY,9,286,2024-06
2024-06-07 00:00:00+00:00,FAS-0034,FASHION CARGO (PASSPORT),9,150,2024-06
2024-06-07 00:00:00+00:00,FAS-0035,FASHION CARGO (PASSPORT),9,150,2024-06
2024-06-07 00:00:00+00:00,FAS-0036,FASHION CARGO (PASSPORT),12,140,2024-06
2024-06-07 00:00:00+00:00,FAS-0037,FASHION CARGO (PASSPORT),9,146,2024-06
2024-06-07 00:00:00+00:00,FAS-0038,FASHION CARGO (PASSPORT),12,149,2024-06
2024-06-07 00:00:00+00:00,TOP-0036,TOP CHIC,9,263,2024-06
2024-06-07 00:00:00+00:00,TOP-0037,TOP CHIC,12,267,2024-06
2024-06-07 00:00:00+00:00,TOP-0038,TOP CHIC,9,255,2024-06
2024-06-07 00:00:00+00:00,TOP-0039,TOP CHIC,12,258,2024-06
2024-06-07 00:00:00+00:00,MIC-0139,MICHEL,57,172,2024-06
2024-06-07 00:00:00+00:00,MIC-0140,MICHEL,57,235,2024-06
2024-06-07 00:00:00+00:00,MIC-0141,MICHEL,57,149,2024-06
2024-06-07 00:00:00+00:00,MIC-0142,MICHEL,57,210,2024-06
2024-06-07 00:00:00+00:00,MIC-0143,MICHEL,57,249,2024-06
2024-06-07 00:00:00+00:00,MIC-0144,MICHEL,60,219,2024-06
2024-06-07 00:00:00+00:00,MIC-0145,MICHEL,57,192,2024-06
2024-06-07 00:00:00+00:00,MIC-0146,MICHEL,60,117,2024-06
2024-06-07 00:00:00+00:00,MIC-0147,MICHEL,60,158,2024-06
2024-06-07 00:00:00+00:00,MIC-0148,MICHEL,57,123,2024-06
2024-06-07 00:00:00+00:00,MIC-0149,MICHEL,60,237,2024-06
2024-06-07 00:00:00+00:00,PAP-0093,PAPERMOON,12,290,2024-06
2024-06-07 00:00:00+00:00,PAP-0094,PAPERMOON,15,254,2024-06
2024-06-07 00:00:00+00:00,PAP-0095,PAPERMOON,12,224,2024-06
2024-06-07 00:00:00+00:00,PAP-0096,PAPERMOON,15,174,2024-06
2024-06-07 00:00:00+00:00,PAP-0097,PAPERMOON,15,236,2024-06
2024-06-07 00:00:00+00:00,PAP-0098,PAPERMOON,12,256,2024-06
2024-06-07 00:00:00+00:00,PAP-0099,PAPERMOON,15,315,2024-06
2024-06-07 00:00:00+00:00,PAP-0100,PAPERMOON,15,355,2024-06
2024-06-07 00:00:00+00:00,PAP-0101,PAPERMOON,12,227,2024-06
2024-06-07 00:00:00+00:00,PAP-0102,PAPERMOON,15,304,2024-06
2024-06-07 00:00:00+00:00,PAP-0103,PAPERMOON,15,354,2024-06
2024-06-07 00:00:00+00:00,PAP-0104,PAPERMOON,12,280,2024-06
2024-06-07 00:00:00+00:00,PAP-0105,PAPERMOON,15,336,2024-06
2024-06-07 00:00:00+00:00,PAP-0106,PAPERMOON,15,163,2024-06
2024-06-07 00:00:00+00:00,PAP-0107,PAPERMOON,12,220,2024-06
2024-06-07 00:00:00+00:00,PAP-0108,PAPERMOON,15,370,2024-06
2024-06-07 00:00:00+00:00,CRE-0015,CRETA,9,270,2024-06
2024-06-07 00:00:00+00:00,CRE-0016,CRETA,12,273,2024-06
2024-06-07 00:00:00+00:00,BET-0025,BETTER BE,9,250,2024-06
2024-06-07 00:00:00+00:00,BET-0026,BETTER BE,9,227,2024-06
2024-06-07 00:00:00+00:00,BET-0027,BETTER BE,12,260,2024-06
2024-06-07 00:00:00+00:00,BET-0028,BETTER BE,9,195,2024-06
2024-06-07 00:00:00+00:00,BET-0029,BETTER BE,12,206,2024-06
2024-06-07 00:00:00+00:00,TOS-0045,TOSKA,9,272,2024-06
2024-06-07 00:00:00+00:00,TOS-0046,TOSKA,9,295,2024-06
2024-06-07 00:00:00+00:00,TOS-0047,TOSKA,9,200,2024-06
2024-06-07 00:00:00+00:00,TOS-0048,TOSKA,9,296,2024-06
2024-06-07 00:00:00+00:00,TOS-0049,TOSKA,9,285,2024-06
2024-06-07 00:00:00+00:00,TOS-0050,TOSKA,9,258,2024-06
2024-06-07 00:00:00+00:00,TOS-0051,TOSKA,9,186,2024-06
2024-06-07 00:00:00+00:00,TOS-0052,TOSKA,9,290,2024-06
2024-06-07 00:00:00+00:00,TOS-0053,TOSKA,9,212,2024-06
2024-06-07 00:00:00+00:00,TOS-0054,TOSKA,9,195,2024-06
2024-06-07 00:00:00+00:00,TOS-0055,TOSKA,9,214,2024-06
2024-06-07 00:00:00+00:00,TOS-0056,TOSKA,12,274,2024-06
2024-06-07 00:00:00+00:00,ACG-0076,ACG,9,228,2024-06
2024-06-07 00:00:00+00:00,ACG-0077,ACG,9,156,2024-06
2024-06-07 00:00:00+00:00,ACG-0078,ACG,9,250,2024-06
2024-06-07 00:00:00+00:00,ACG-0079,ACG,9,210,2024-06
2024-06-07 00:00:00+00:00,ACG-0080,ACG,9,187,2024-06
2024-06-07 00:00:00+00:00,ACG-0081,ACG,9,202,2024-06
2024-06-07 00:00:00+00:00,ACG-0082,ACG,9,250,2024-06
2024-06-07 00:00:00+00:00,ACG-0083,ACG,9,152,2024-06
2024-06-07 00:00:00+00:00,ACG-0084,ACG,9,251,2024-06
2024-06-07 00:00:00+00:00,ACG-0085,ACG,9,167,2024-06
2024-06-07 00:00:00+00:00,ACG-0086,ACG,9,247,2024-06
2024-06-07 00:00:00+00:00,ACG-0087,ACG,12,209,2024-06
2024-06-07 00:00:00+00:00,HYF-0049,HYFVE,27,173,2024-06
2024-06-07 00:00:00+00:00,HYF-0050,HYFVE,27,321,2024-06
2024-06-07 00:00:00+00:00,HYF-0051,HYFVE,27,344,2024-06
2024-06-07 00:00:00+00:00,HYF-0052,HYFVE,27,382,2024-06
2024-06-07 00:00:00+00:00,HYF-0053,HYFVE,27,190,2024-06
2024-06-07 00:00:00+00:00,HYF-0054,HYFVE,27,359,2024-06
2024-06-07 00:00:00+00:00,GEE-0018,GEEGEE,9,265,2024-06
2024-06-07 00:00:00+00:00,GEE-0019,GEEGEE,12,265,2024-06
2024-06-07 00:00:00+00:00,AMB-0081,AMBIANCE APPAREL,9,137,2024-06
2024-06-07 00:00:00+00:00,AMB-0082,AMBIANCE APPAREL,9,162,2024-06
2024-06-07 00:00:00+00:00,AMB-0083,AMBIANCE APPAREL,9,118,2024-06
2024-06-07 00:00:00+00:00,AMB-0084,AMBIANCE APPAREL,9,83,2024-06
2024-06-07 00:00:00+00:00,AMB-0085,AMBIANCE APPAREL,9,114,2024-06
2024-06-07 00:00:00+00:00,AMB-0086,AMBIANCE APPAREL,9,192,2024-06
2024-06-07 00:00:00+00:00,AMB-0087,AMBIANCE APPAREL,9,99,2024-06
2024-06-07 00:00:00+00:00,AMB-0088,AMBIANCE APPAREL,9,136,2024-06
2024-06-07 00:00:00+00:00,AMB-0089,AMBIANCE APPAREL,9,136,2024-06
2024-06-07 00:00:00+00:00,AMB-0090,AMBIANCE APPAREL,9,154,2024-06
2024-06-07 00:00:00+00:00,AMB-0091,AMBIANCE APPAREL,12,91,2024-06
2024-06-07 00:00:00+00:00,AMB-0092,AMBIANCE APPAREL,9,162,2024-06
2024-06-07 00:00:00+00:00,AMB-0093,AMBIANCE APPAREL,12,73,2024-06
2024-06-07 00:00:00+00:00,ONE-0033,ONE N MORE,9,398,2024-06
2024-06-07 00:00:00+00:00,ONE-0034,ONE N MORE,12,471,2024-06
2024-06-07 00:00:00+00:00,ONE-0035,ONE N MORE,9,388,2024-06
2024-06-07 00:00:00+00:00,ONE-0036,ONE N MORE,12,548,2024-06
2024-06-08 00:00:00+00:00,CIS-0012,CI SONO CORDUROY,9,217,2024-06
2024-06-08 00:00:00+00:00,CIS-0013,CI SONO CORDUROY,12,217,2024-06
2024-06-08 00:00:00+00:00,MIN-0115,MINE,48,96,2024-06
2024-06-08 00:00:00+00:00,MIN-0116,MINE,48,121,2024-06
2024-06-08 00:00:00+00:00,MIN-0117,MINE,48,94,2024-06
2024-06-08 00:00:00+00:00,MIN-0118,MINE,48,178,2024-06
2024-06-08 00:00:00+00:00,MIN-0119,MINE,48,117,2024-06
2024-06-08 00:00:00+00:00,MIN-0120,MINE,48,190,2024-06
2024-06-08 00:00:00+00:00,MIN-0121,MINE,48,149,2024-06
