sku,cantidad_venta_real,total_venta,cantidad_compra,total_compra,costo_producto_iva,fecha_compra,stock,flujo_caja,costo_stock,fecha_mes_stock,status
AVA-0111,14,2324,15,1920,128.000000016,2024-11-08,1,404,128,12,DEAD STOCK
AVA-0112,9,1602,12,1644,137.000000028,2024-11-08,3,-42,411,12,DEAD STOCK
AVA-0113,12,2004,15,1935,129.00000005599998,2024-11-08,3,69,387,12,DEAD STOCK
AVA-0114,14,2478,15,2040,135.99999998799998,2024-11-08,1,438,135,12,DEAD STOCK
AVA-0115,12,2124,12,1632,135.99999998799998,2024-11-08,0,492,0,12,DEAD STOCK
AVA-0116,15,3045,15,2340,155.999999976,2024-11-08,0,705,0,12,DEAD STOCK
AVA-0117,12,2472,15,2370,158.00000005599998,2024-11-08,3,102,474,12,DEAD STOCK
AVA-0118,10,2120,12,1956,163.00000002399997,2024-11-08,2,164,326,12,DEAD STOCK
AVA-0119,12,2100,15,2010,134.000000024,2024-11-08,3,90,402,12,DEAD STOCK
AVA-0120,15,3225,18,3222,178.99999996799997,2025-11-05,3,3,536,0,NOVEDAD
AVA-0121,12,2064,18,2394,132.999999984,2025-11-05,6,-330,797,0,NOVEDAD
AVA-0122,8,1672,18,3132,174.0,2025-11-05,10,-1460,1740,0,NOVEDAD
AVA-0123,8,1704,18,2952,163.99999994799998,2025-11-05,10,-1248,1639,0,NOVEDAD
AVA-0124,12,2580,18,2970,164.99999998799998,2025-11-05,6,-390,989,0,NOVEDAD
AVA-0125,8,1424,15,2055,137.000000028,2025-11-05,7,-631,959,0,NOVEDAD
AVA-0126,10,2041,18,2826,157.000000016,2025-11-05,8,-785,1256,0,NOVEDAD
AVA-0127,9,1890,18,2916,161.999999984,2025-11-05,9,-1026,1457,0,NOVEDAD
AVA-0128,7,1372,15,2265,151.00000000799997,2025-11-05,8,-893,1208,0,NOVEDAD
AVA-0129,10,1890,18,2610,145.0,2025-11-05,8,-720,1160,0,NOVEDAD
AVA-0130,12,2556,24,4248,177.000000004,2025-12-04,12,-1692,2124,-1,NOVEDAD
AVA-0131,10,2070,24,4128,172.000000036,2025-12-04,14,-2058,2408,-1,NOVEDAD
AVA-0132,13,2275,21,2814,134.000000024,2025-12-04,8,-539,1072,-1,NOVEDAD
AVA-0133,12,2580,24,4296,178.99999996799997,2025-12-04,12,-1716,2147,-1,NOVEDAD
AVA-0134,11,2398,24,4368,181.99999997199998,2025-12-04,13,-1970,2365,-1,NOVEDAD
AVA-0135,14,2730,21,3150,149.999999968,2025-12-04,7,-420,1049,-1,NOVEDAD
AVA-0136,15,3225,24,3960,164.99999998799998,2025-12-04,9,-735,1484,-1,NOVEDAD
AZU-0001,10,3840,12,3840,320.00000004,2024-01-05,2,0,640,23,DEAD STOCK
AZU-0002,8,3048,9,2862,317.99999995999997,2024-01-05,1,186,317,23,DEAD STOCK
AZU-0003,12,4704,12,4092,340.999999952,2024-01-05,0,612,0,23,DEAD STOCK
AZU-0004,7,2548,9,2736,303.99999998,2024-02-04,2,-188,607,22,DEAD STOCK
AZU-0005,7,3038,9,3402,378.00000004,2024-02-04,2,-364,756,22,DEAD STOCK
AZU-0006,7,2660,9,2844,315.999999996,2024-02-04,2,-184,631,22,DEAD STOCK
AZU-0007,7,2891,9,3231,358.99999997599997,2024-02-04,2,-340,717,22,DEAD STOCK
AZU-0008,11,4741,12,4500,375.00000003599996,2024-02-04,1,241,375,22,DEAD STOCK
AZU-0009,8,3016,9,2826,314.000000032,2024-03-06,1,190,314,21,DEAD STOCK
AZU-0010,7,3052,9,3420,380.00000000399996,2024-03-06,2,-368,760,21,DEAD STOCK
AZU-0011,7,2660,9,2970,329.99999997599997,2024-03-06,2,-310,659,21,DEAD STOCK
AZU-0012,7,2989,9,3348,372.000000032,2024-03-06,2,-359,744,21,DEAD STOCK
AZU-0013,7,2765,9,3087,343.000000032,2024-03-06,2,-322,686,21,DEAD STOCK
AZU-0014,9,3771,9,3285,364.999999984,2024-03-06,0,486,0,21,DEAD STOCK
AZU-0015,9,3294,9,2745,305.00000002,2024-03-06,0,549,0,21,DEAD STOCK
AZU-0016,9,3681,9,3195,355.00000004799995,2024-04-04,0,486,0,20,DEAD STOCK
AZU-0017,6,2370,9,3096,343.99999995599995,2024-04-04,3,-726,1031,20,DEAD STOCK
AZU-0018,7,2926,9,3267,363.00000001999996,2024-04-04,2,-341,726,20,DEAD STOCK
AZU-0019,9,3483,12,4044,337.000000024,2024-04-04,3,-561,1011,20,DEAD STOCK
AZU-0020,7,2625,9,2808,311.999999952,2025-04-05,2,-183,623,8,DEAD STOCK
AZU-0021,7,2723,9,3042,337.999999948,2025-04-05,2,-319,675,8,DEAD STOCK
AZU-0022,9,3393,12,3924,326.99999997199996,2025-04-05,3,-531,980,8,DEAD STOCK
AZU-0023,6,2322,9,2898,322.00000000399996,2025-04-05,3,-576,966,8,DEAD STOCK
AZU-0024,9,3375,12,3756,312.99999999199997,2025-04-05,3,-381,938,8,DEAD STOCK
AZU-0025,8,3064,9,2997,332.99999998,2024-05-05,1,67,332,19,DEAD STOCK
AZU-0026,7,2730,9,3051,338.99999998799996,2024-05-05,2,-321,677,19,DEAD STOCK
AZU-0027,12,4680,12,4068,338.99999998799996,2024-05-05,0,612,0,19,DEAD STOCK
AZU-0028,7,2681,9,2871,319.0,2024-05-05,2,-190,638,19,DEAD STOCK
AZU-0029,10,3860,12,3852,320.999999964,2024-05-05,2,8,641,19,DEAD STOCK
AZU-0030,7,2807,9,3132,348.0,2024-06-06,2,-325,696,18,DEAD STOCK
AZU-0031,9,3429,12,3816,317.99999995999997,2024-06-06,3,-387,953,18,DEAD STOCK
AZU-0032,7,2730,9,3060,340.000000028,2024-06-06,2,-330,680,18,DEAD STOCK
AZU-0033,12,4716,12,4104,341.99999999199997,2024-06-06,0,612,0,18,DEAD STOCK
AZU-0034,7,2870,9,3213,357.000000012,2025-07-04,2,-343,714,5,DEAD STOCK
AZU-0035,6,2544,9,3312,367.99999998799996,2025-07-04,3,-768,1103,5,DEAD STOCK
AZU-0036,6,2322,9,2907,323.000000044,2025-07-04,3,-585,969,5,DEAD STOCK
AZU-0037,7,2541,9,2727,303.000000056,2025-07-04,2,-186,606,5,DEAD STOCK
AZU-0038,5,2010,9,3150,349.999999964,2025-08-04,4,-1140,1399,3,LIQUIDACION PRIORITARIA
AZU-0039,6,2268,9,2961,329.000000052,2025-08-04,3,-693,987,3,LIQUIDACION PRIORITARIA
AZU-0040,9,3618,12,4200,349.999999964,2025-08-04,3,-582,1049,3,LIQUIDACION PRIORITARIA
AZU-0041,7,2870,9,3213,357.000000012,2025-08-04,2,-343,714,3,LIQUIDACION PRIORITARIA
AZU-0042,9,3924,12,4560,380.00000000399996,2025-08-04,3,-636,1140,3,LIQUIDACION PRIORITARIA
AZU-0043,7,2947,9,3294,366.000000024,2024-09-06,2,-347,732,15,DEAD STOCK
AZU-0044,9,3744,9,3249,361.000000056,2024-09-06,0,495,0,15,DEAD STOCK
AZU-0045,7,2646,9,2961,329.000000052,2024-09-06,2,-315,658,15,DEAD STOCK
AZU-0046,7,3073,9,3429,381.000000044,2024-09-06,2,-356,762,15,DEAD STOCK
AZU-0047,7,2583,9,2772,308.000000024,2024-09-06,2,-189,616,15,DEAD STOCK
AZU-0048,8,3352,9,3276,363.99999994399997,2024-10-05,1,76,363,14,DEAD STOCK
AZU-0049,7,2863,9,3195,355.00000004799995,2024-10-05,2,-332,710,14,DEAD STOCK
AZU-0050,10,3630,12,3624,302.00000001599994,2024-10-05,2,6,604,14,DEAD STOCK
AZU-0051,7,2814,9,3150,349.999999964,2024-10-05,2,-336,699,14,DEAD STOCK
AZU-0052,10,4190,12,4380,364.999999984,2024-10-05,2,-190,729,14,DEAD STOCK
AZU-0053,8,3024,9,2961,329.000000052,2024-11-07,1,63,329,12,DEAD STOCK
AZU-0054,12,4788,12,4164,346.99999995999997,2024-11-07,0,624,0,12,DEAD STOCK
AZU-0055,9,3357,9,2799,311.000000028,2024-11-07,0,558,0,12,DEAD STOCK
AZU-0056,12,5268,12,4572,381.000000044,2024-11-07,0,696,0,12,DEAD STOCK
AZU-0057,5,1980,9,3105,344.999999996,2025-11-05,4,-1125,1379,0,NOVEDAD
AZU-0058,4,1684,9,3294,366.000000024,2025-11-05,5,-1610,1830,0,NOVEDAD
AZU-0059,5,2045,9,3195,355.00000004799995,2025-11-05,4,-1150,1420,0,NOVEDAD
AZU-0060,7,2548,9,2736,303.99999998,2025-11-05,2,-188,607,0,NOVEDAD
AZU-0061,4,1468,9,2754,305.99999994399997,2025-11-05,5,-1286,1529,0,NOVEDAD
AZU-0062,6,2262,9,2826,314.000000032,2025-11-05,3,-564,942,0,NOVEDAD
AZU-0063,9,3816,9,3312,367.99999998799996,2024-12-06,0,504,0,12,DEAD STOCK
AZU-0064,7,2667,9,2979,331.00000001599994,2024-12-06,2,-312,662,12,DEAD STOCK
AZU-0065,7,2968,9,3312,367.99999998799996,2024-12-06,2,-344,735,12,DEAD STOCK
AZU-0066,10,4300,12,4488,373.999999996,2024-12-06,2,-188,747,12,DEAD STOCK
AZU-0067,9,3771,9,3285,364.999999984,2024-12-06,0,486,0,12,DEAD STOCK
AZU-0068,9,3447,12,3828,319.0,2024-12-06,3,-381,957,12,DEAD STOCK
BAM-0001,7,3479,9,3897,433.00000003599996,2025-01-06,2,-418,866,10,DEAD STOCK
BAM-0002,6,3150,9,4104,456.000000028,2025-01-06,3,-954,1368,10,DEAD STOCK
BAM-0003,7,4312,9,4815,535.000000056,2025-01-06,2,-503,1070,10,DEAD STOCK
BAM-0004,10,4920,12,5136,427.999999952,2025-01-06,2,-216,855,10,DEAD STOCK
BAM-0005,7,4312,9,4824,535.99999998,2024-02-04,2,-512,1071,22,DEAD STOCK
BAM-0006,9,5589,9,4860,540.000000024,2024-02-04,0,729,0,22,DEAD STOCK
BAM-0007,7,3521,9,3942,438.00000000399996,2024-02-04,2,-421,876,22,DEAD STOCK
BAM-0008,11,6292,12,5964,497.000000044,2024-02-04,1,328,497,22,DEAD STOCK
BAM-0009,9,5184,9,4509,500.99999997199996,2024-02-04,0,675,0,22,DEAD STOCK
BAM-0010,8,4720,12,6156,512.999999988,2024-02-04,4,-1436,2051,22,DEAD STOCK
BAM-0011,8,4376,9,4284,476.00000001599994,2024-03-06,1,92,476,21,DEAD STOCK
BAM-0012,8,4320,9,4221,468.99999996799994,2024-03-06,1,99,468,21,DEAD STOCK
BAM-0013,9,4752,9,4131,459.00000003199995,2024-03-06,0,621,0,21,DEAD STOCK
BAM-0014,7,4284,9,4788,532.000000052,2024-03-06,2,-504,1064,21,DEAD STOCK
BAM-0015,8,4648,9,4554,506.000000056,2024-03-06,1,94,506,21,DEAD STOCK
BAM-0016,9,5094,12,5904,491.99999995999997,2024-03-06,3,-810,1475,21,DEAD STOCK
BAM-0017,7,4165,9,4653,517.000000032,2024-03-06,2,-488,1034,21,DEAD STOCK
BAM-0018,10,6120,12,6384,532.000000052,2024-03-06,2,-264,1064,21,DEAD STOCK
BAM-0019,6,3714,9,4851,538.9999999839999,2025-03-05,3,-1137,1616,9,DEAD STOCK
BAM-0020,7,3598,9,4023,447.00000001599994,2025-03-05,2,-425,894,9,DEAD STOCK
BAM-0021,9,4887,12,5676,473.000000012,2025-03-05,3,-789,1419,9,DEAD STOCK
BAM-0022,8,4552,9,4455,494.999999964,2025-03-05,1,97,494,9,DEAD STOCK
BAM-0023,9,4941,12,5736,477.99999998,2025-03-05,3,-795,1433,9,DEAD STOCK
BAM-0024,6,3660,9,4779,531.000000012,2025-06-04,3,-1119,1593,6,DEAD STOCK
BAM-0025,6,3108,9,4059,450.99999994399997,2025-06-04,3,-951,1352,6,DEAD STOCK
BAM-0026,6,3090,9,4032,448.000000056,2025-06-04,3,-942,1344,6,DEAD STOCK
BAM-0027,7,4186,9,4680,520.000000036,2025-06-04,2,-494,1040,6,DEAD STOCK
BAM-0028,8,3936,12,5136,427.999999952,2025-06-04,4,-1200,1711,6,DEAD STOCK
BAM-0029,7,4228,9,4734,526.000000044,2025-06-04,2,-506,1052,6,DEAD STOCK
BAM-0030,9,5598,12,6492,540.999999948,2025-06-04,3,-894,1622,6,DEAD STOCK
BAM-0031,9,4338,9,3771,419.000000056,2024-07-06,0,567,0,17,DEAD STOCK
BAM-0032,7,4312,9,4815,535.000000056,2024-07-06,2,-503,1070,17,DEAD STOCK
BAM-0033,7,4032,9,4509,500.99999997199996,2024-07-06,2,-477,1001,17,DEAD STOCK
BAM-0034,7,4270,9,4770,529.999999972,2024-07-06,2,-500,1059,17,DEAD STOCK
BAM-0035,8,4000,9,3906,433.99999995999997,2024-07-06,1,94,433,17,DEAD STOCK
BAM-0036,12,7308,12,6348,529.000000048,2024-07-06,0,960,0,17,DEAD STOCK
BAM-0037,7,4207,9,4698,522.0,2024-08-04,2,-491,1044,16,DEAD STOCK
BAM-0038,7,4326,9,4833,537.00000002,2024-08-04,2,-507,1074,16,DEAD STOCK
BAM-0039,7,4305,9,4806,534.000000016,2024-08-04,2,-501,1068,16,DEAD STOCK
BAM-0040,7,3479,9,3897,433.00000003599996,2024-08-04,2,-418,866,16,DEAD STOCK
BAM-0041,7,3983,9,4446,494.00000004,2024-08-04,2,-463,988,16,DEAD STOCK
BAM-0042,7,4270,9,4779,531.000000012,2024-08-04,2,-509,1062,16,DEAD STOCK
BAM-0043,7,3556,9,3969,441.000000008,2025-08-05,2,-413,882,3,LIQUIDACION PRIORITARIA
BAM-0044,6,3066,9,4005,445.00000005199996,2025-08-05,3,-939,1335,3,LIQUIDACION PRIORITARIA
BAM-0045,5,2445,9,3834,425.99999998799996,2025-08-05,4,-1389,1703,3,LIQUIDACION PRIORITARIA
BAM-0046,5,2560,9,4014,445.99999997599997,2025-08-05,4,-1454,1783,3,LIQUIDACION PRIORITARIA
BAM-0047,6,3480,9,4536,503.99999997599997,2025-08-05,3,-1056,1511,3,LIQUIDACION PRIORITARIA
BAM-0048,5,2930,9,4581,508.99999994399997,2025-08-05,4,-1651,2035,3,LIQUIDACION PRIORITARIA
BAM-0049,6,3018,9,3942,438.00000000399996,2025-08-05,3,-924,1314,3,LIQUIDACION PRIORITARIA
BAM-0050,7,4186,9,4680,520.000000036,2024-09-04,2,-494,1040,15,DEAD STOCK
BAM-0051,8,4320,9,4230,470.000000008,2024-09-04,1,90,470,15,DEAD STOCK
BAM-0052,7,3577,9,4005,445.00000005199996,2024-09-04,2,-428,890,15,DEAD STOCK
BAM-0053,7,3962,9,4428,491.99999995999997,2024-09-04,2,-466,983,15,DEAD STOCK
BAM-0054,7,4144,9,4626,514.000000028,2024-09-04,2,-482,1028,15,DEAD STOCK
BAM-0055,9,4419,12,5124,427.000000028,2024-09-04,3,-705,1281,15,DEAD STOCK
BAM-0056,7,4333,9,4842,537.999999944,2025-09-06,2,-509,1075,2,LENTA ROTACION
BAM-0057,4,2128,9,4158,462.00000003599996,2025-09-06,5,-2030,2310,2,LENTA ROTACION
BAM-0058,4,2092,9,4086,453.9999999479999,2025-09-06,5,-1994,2269,2,LENTA ROTACION
BAM-0059,9,5130,12,5952,496.00000000399996,2025-09-06,3,-822,1488,2,LENTA ROTACION
BAM-0060,7,4186,15,7800,520.000000036,2025-10-04,8,-3614,4160,1,ACTIVO
BAM-0061,9,4860,12,5628,468.99999996799994,2025-10-04,3,-768,1406,1,ACTIVO
BAM-0062,7,4004,15,7455,497.000000044,2025-10-04,8,-3451,3976,1,ACTIVO
BAM-0063,7,4123,15,7680,511.9999999479999,2025-10-04,8,-3557,4095,1,ACTIVO
BAM-0064,6,3522,12,6132,511.000000024,2025-10-04,6,-2610,3066,1,ACTIVO
BAM-0065,8,4136,15,6750,450.00000001999996,2025-10-04,7,-2614,3150,1,ACTIVO
BET-0001,7,2387,9,2565,285.000000032,2025-01-05,2,-178,570,11,DEAD STOCK
BET-0002,9,2070,9,1719,190.99999998399997,2025-01-05,0,351,0,11,DEAD STOCK
BET-0003,9,2016,9,1674,186.000000016,2025-01-05,0,342,0,11,DEAD STOCK
BET-0004,12,3696,12,3072,256.000000032,2025-01-05,0,624,0,11,DEAD STOCK
BET-0005,7,1652,9,1764,195.99999995199997,2024-02-04,2,-112,391,22,DEAD STOCK
BET-0006,9,2250,9,1872,207.99999996799997,2024-02-04,0,378,0,22,DEAD STOCK
BET-0007,8,1656,9,1431,158.99999997999998,2024-02-04,1,225,158,22,DEAD STOCK
BET-0008,12,4044,12,3372,280.999999988,2024-02-04,0,672,0,22,DEAD STOCK
BET-0009,6,2058,9,2574,285.99999995599995,2024-02-04,3,-516,857,22,DEAD STOCK
BET-0010,9,3159,12,3504,291.999999964,2024-02-04,3,-345,875,22,DEAD STOCK
BET-0011,8,2096,9,1962,218.00000002,2025-04-05,1,134,218,8,DEAD STOCK
BET-0012,7,2485,9,2664,296.000000008,2025-04-05,2,-179,592,8,DEAD STOCK
BET-0013,6,1698,9,2124,236.000000044,2025-04-05,3,-426,708,8,DEAD STOCK
BET-0014,7,2037,9,2178,242.000000052,2025-04-05,2,-141,484,8,DEAD STOCK
BET-0015,6,1848,9,2313,256.999999956,2025-04-05,3,-465,770,8,DEAD STOCK
BET-0016,6,1692,9,2115,235.000000004,2025-04-05,3,-423,705,8,DEAD STOCK
BET-0017,6,1554,9,1944,216.00000005599998,2025-04-05,3,-390,648,8,DEAD STOCK
BET-0018,7,2136,9,2295,254.999999992,2025-05-05,2,-159,509,7,DEAD STOCK
BET-0019,6,1314,9,1647,183.000000012,2025-05-05,3,-333,549,7,DEAD STOCK
BET-0020,7,1960,9,2106,233.99999996399998,2025-05-05,2,-146,467,7,DEAD STOCK
BET-0021,7,2261,9,2430,270.000000012,2025-05-05,2,-169,540,7,DEAD STOCK
BET-0022,6,1992,9,2493,276.99999994399997,2025-05-05,3,-501,830,7,DEAD STOCK
BET-0023,7,2338,9,2511,279.000000024,2025-05-05,2,-173,558,7,DEAD STOCK
BET-0024,9,2124,12,2364,196.999999992,2025-05-05,3,-240,590,7,DEAD STOCK
BET-0025,7,2100,9,2250,250.00000002399997,2024-06-07,2,-150,500,18,DEAD STOCK
BET-0026,7,1911,9,2043,227.000000032,2024-06-07,2,-132,454,18,DEAD STOCK
BET-0027,10,3110,12,3120,259.99999995999997,2024-06-07,2,-10,519,18,DEAD STOCK
BET-0028,7,1631,9,1755,195.000000028,2024-06-07,2,-124,390,18,DEAD STOCK
BET-0029,11,2717,12,2472,206.000000004,2024-06-07,1,245,206,18,DEAD STOCK
BET-0030,7,2324,9,2484,276.00000002,2024-07-06,2,-160,552,17,DEAD STOCK
BET-0031,7,2156,9,2313,256.999999956,2024-07-06,2,-157,513,17,DEAD STOCK
BET-0032,7,1834,9,1971,218.999999944,2024-07-06,2,-137,437,17,DEAD STOCK
BET-0033,9,2718,9,2259,250.99999994799995,2024-07-06,0,459,0,17,DEAD STOCK
BET-0034,8,1648,9,1539,170.99999999599999,2024-07-06,1,109,170,17,DEAD STOCK
BET-0035,9,2745,12,3048,253.99999995199997,2024-07-06,3,-303,761,17,DEAD STOCK
BET-0036,9,2592,9,2160,239.99999997199998,2024-08-06,0,432,0,16,DEAD STOCK
BET-0037,7,2135,9,2286,253.99999995199997,2024-08-06,2,-151,507,16,DEAD STOCK
BET-0038,7,1491,9,1602,178.000000044,2024-08-06,2,-111,356,16,DEAD STOCK
BET-0039,7,1449,9,1557,172.99999996,2024-08-06,2,-108,345,16,DEAD STOCK
BET-0040,9,2457,9,2043,227.000000032,2024-08-06,0,414,0,16,DEAD STOCK
BET-0041,7,2135,9,2286,253.99999995199997,2024-08-06,2,-151,507,16,DEAD STOCK
BET-0042,6,1242,9,1431,158.99999997999998,2025-08-05,3,-189,476,3,LIQUIDACION PRIORITARIA
BET-0043,5,1005,9,1512,167.999999992,2025-08-05,4,-507,671,3,LIQUIDACION PRIORITARIA
BET-0044,6,1866,9,2331,259.000000036,2025-08-05,3,-465,777,3,LIQUIDACION PRIORITARIA
BET-0045,6,1434,9,1791,198.99999995599998,2025-08-05,3,-357,596,3,LIQUIDACION PRIORITARIA
BET-0046,6,2148,9,2691,299.000000012,2025-08-05,3,-543,897,3,LIQUIDACION PRIORITARIA
BET-0047,6,1830,9,2295,254.999999992,2025-08-05,3,-465,764,3,LIQUIDACION PRIORITARIA
BET-0048,6,1680,9,2106,233.99999996399998,2025-08-05,3,-426,701,3,LIQUIDACION PRIORITARIA
BET-0049,7,2254,9,2412,268.000000048,2025-09-04,2,-158,536,2,LENTA ROTACION
BET-0050,6,1398,9,1755,195.000000028,2025-09-04,3,-357,585,2,LENTA ROTACION
BET-0051,6,1830,9,2286,253.99999995199997,2025-09-04,3,-456,761,2,LENTA ROTACION
BET-0052,5,1705,12,3420,285.000000032,2025-09-04,7,-1715,1995,2,LENTA ROTACION
BET-0053,7,1953,9,2088,231.99999999999997,2024-10-04,2,-135,463,14,DEAD STOCK
BET-0054,9,3006,9,2511,279.000000024,2024-10-04,0,495,0,14,DEAD STOCK
BET-0055,7,1799,9,1935,215.000000016,2024-10-04,2,-136,430,14,DEAD STOCK
BET-0056,7,2360,9,2529,280.999999988,2024-10-04,2,-169,561,14,DEAD STOCK
BET-0057,7,1526,9,1638,181.99999997199998,2024-10-04,2,-112,363,14,DEAD STOCK
BET-0058,7,1834,9,1971,218.999999944,2024-10-04,2,-137,437,14,DEAD STOCK
BET-0059,7,2156,9,2304,256.000000032,2024-10-04,2,-148,512,14,DEAD STOCK
BET-0060,6,1902,9,2376,264.000000004,2025-10-04,3,-474,792,1,ACTIVO
BET-0061,5,1515,9,2268,251.99999998799998,2025-10-04,4,-753,1007,1,ACTIVO
BET-0062,7,1407,9,1503,166.99999995199997,2025-10-04,2,-96,333,1,ACTIVO
BET-0063,6,1296,9,1620,180.00000000799997,2025-10-04,3,-324,540,1,ACTIVO
BET-0064,6,1452,9,1809,201.000000036,2025-10-04,3,-357,603,1,ACTIVO
BET-0065,5,1340,9,2007,222.99999998799998,2025-10-04,4,-667,891,1,ACTIVO
BET-0066,4,860,9,1611,178.99999996799997,2025-10-04,5,-751,894,1,ACTIVO
BET-0067,6,1920,9,2403,267.000000008,2025-10-04,3,-483,801,1,ACTIVO
BET-0068,8,1744,12,2172,181.000000048,2025-10-04,4,-428,724,1,ACTIVO
BET-0069,8,2520,9,2367,262.999999964,2024-11-07,1,153,262,12,DEAD STOCK
BET-0070,9,2205,9,1845,204.99999996399998,2024-11-07,0,360,0,12,DEAD STOCK
BET-0071,7,2345,9,2520,279.999999948,2024-11-07,2,-175,559,12,DEAD STOCK
BET-0072,7,1589,9,1701,189.00000002,2024-11-07,2,-112,378,12,DEAD STOCK
BET-0073,8,1952,9,1827,203.0,2024-11-07,1,125,203,12,DEAD STOCK
BET-0074,7,1708,9,1827,203.0,2024-11-07,2,-119,406,12,DEAD STOCK
BET-0075,5,1700,9,2556,283.99999999199997,2025-11-04,4,-856,1135,0,NOVEDAD
BET-0076,4,1132,9,2124,236.000000044,2025-11-04,5,-992,1180,0,NOVEDAD
BET-0077,6,1626,9,2034,225.999999992,2025-11-04,3,-408,677,0,NOVEDAD
BET-0078,4,864,9,1620,180.00000000799997,2025-11-04,5,-756,900,0,NOVEDAD
BET-0079,6,1794,9,2241,248.99999998399997,2025-11-04,3,-447,746,0,NOVEDAD
BET-0080,4,1428,9,2673,297.00000004799995,2025-11-04,5,-1245,1485,0,NOVEDAD
BET-0081,8,2704,12,3384,282.000000028,2025-11-04,4,-680,1128,0,NOVEDAD
BET-0082,7,1855,9,1989,221.00000002399997,2024-12-06,2,-134,442,12,DEAD STOCK
BET-0083,9,2574,9,2151,239.000000048,2024-12-06,0,423,0,12,DEAD STOCK
BET-0084,6,1278,9,1593,177.000000004,2024-12-06,3,-315,531,12,DEAD STOCK
BET-0085,6,2076,9,2601,288.99999995999997,2024-12-06,3,-525,866,12,DEAD STOCK
BET-0086,7,2422,9,2592,288.000000036,2024-12-06,2,-170,576,12,DEAD STOCK
BET-0087,10,2440,12,2436,203.0,2024-12-06,2,4,406,12,DEAD STOCK
BET-0088,9,1917,9,1602,178.000000044,2024-12-06,0,315,0,12,DEAD STOCK
BET-0089,9,3096,12,3444,286.999999996,2024-12-06,3,-348,860,12,DEAD STOCK
BLA-0001,7,1449,9,1548,172.000000036,2024-01-04,2,-99,344,23,DEAD STOCK
BLA-0002,7,1610,9,1719,190.99999998399997,2024-01-04,2,-109,381,23,DEAD STOCK
BLA-0003,11,2112,12,1776,148.000000004,2024-01-04,1,336,148,23,DEAD STOCK
BLA-0004,7,1568,9,1683,187.00000005599998,2024-01-04,2,-115,374,23,DEAD STOCK
BLA-0005,10,2120,12,1956,163.00000002399997,2024-01-04,2,164,326,23,DEAD STOCK
BLA-0006,8,1984,9,1863,207.000000044,2024-02-05,1,121,207,22,DEAD STOCK
BLA-0007,7,1736,9,1863,207.000000044,2024-02-05,2,-127,414,22,DEAD STOCK
BLA-0008,7,1204,9,1197,132.999999984,2024-02-05,2,7,265,22,DEAD STOCK
BLA-0009,7,1225,9,1206,134.000000024,2024-02-05,2,19,268,22,DEAD STOCK
BLA-0010,7,1715,9,1845,204.99999996399998,2024-02-05,2,-130,409,22,DEAD STOCK
BLA-0011,7,1470,9,1449,160.999999944,2024-02-05,2,21,321,22,DEAD STOCK
BLA-0012,9,2277,9,1899,210.99999997199998,2024-02-05,0,378,0,22,DEAD STOCK
BLA-0013,6,1296,9,1494,166.000000028,2024-02-05,3,-198,498,22,DEAD STOCK
BLA-0014,6,1326,9,1665,184.999999976,2025-02-04,3,-339,554,10,DEAD STOCK
BLA-0015,9,1962,9,1629,181.000000048,2025-02-04,0,333,0,10,DEAD STOCK
BLA-0016,7,1547,9,1665,184.999999976,2025-02-04,2,-118,369,10,DEAD STOCK
BLA-0017,6,1308,9,1638,181.99999997199998,2025-02-04,3,-330,545,10,DEAD STOCK
BLA-0018,7,1225,9,1206,134.000000024,2025-02-04,2,19,268,10,DEAD STOCK
BLA-0019,6,1242,9,1440,160.00000002,2025-02-04,3,-198,480,10,DEAD STOCK
BLA-0020,9,1728,12,1776,148.000000004,2025-02-04,3,-48,444,10,DEAD STOCK
BLA-0021,9,1989,9,1665,184.999999976,2024-03-06,0,324,0,21,DEAD STOCK
BLA-0022,8,1800,9,1692,187.99999997999998,2024-03-06,1,108,187,21,DEAD STOCK
BLA-0023,9,1863,9,1548,172.000000036,2024-03-06,0,315,0,21,DEAD STOCK
BLA-0024,7,1575,9,1692,187.99999997999998,2024-03-06,2,-117,375,21,DEAD STOCK
BLA-0025,7,1491,9,1476,163.99999994799998,2024-03-06,2,15,327,21,DEAD STOCK
BLA-0026,9,2025,9,1692,187.99999997999998,2024-03-06,0,333,0,21,DEAD STOCK
BLA-0027,7,1610,9,1719,190.99999998399997,2024-03-06,2,-109,381,21,DEAD STOCK
BLA-0028,7,1666,9,1782,198.000000032,2024-03-06,2,-116,396,21,DEAD STOCK
BLA-0029,9,1593,9,1224,135.99999998799998,2024-03-06,0,369,0,21,DEAD STOCK
BLA-0030,9,1656,12,1704,141.99999999599999,2024-03-06,3,-48,425,21,DEAD STOCK
BLA-0031,7,1302,9,1287,143.000000036,2025-03-06,2,15,286,9,DEAD STOCK
BLA-0032,7,1288,9,1278,141.99999999599999,2025-03-06,2,10,283,9,DEAD STOCK
BLA-0033,7,1372,9,1359,151.00000000799997,2025-03-06,2,13,302,9,DEAD STOCK
BLA-0034,6,1134,9,1305,145.0,2025-03-06,3,-171,435,9,DEAD STOCK
BLA-0035,7,1533,9,1647,183.000000012,2025-03-06,2,-114,366,9,DEAD STOCK
BLA-0036,6,1452,9,1809,201.000000036,2025-03-06,3,-357,603,9,DEAD STOCK
